"","biweek","date","den.cases.str1","den.cases.str2","den.cases.str3","den.cases.str4","births"
"216",8,1994-04-09,39,79,0,0,2265
"217",9,1994-04-23,34,57,0,11,2264
"218",10,1994-05-07,51,64,0,0,2263
"219",11,1994-05-21,38,84,0,38,2262
"220",12,1994-06-04,45,105,0,52,2261
"221",13,1994-06-18,34,189,0,81,2260
"222",14,1994-07-02,87,360,0,65,2259
"223",15,1994-07-16,44,324,0,88,2258
"224",16,1994-07-30,41,428,0,138,2257
"225",17,1994-08-13,150,395,0,94,2256
"226",18,1994-08-27,212,587,0,137,2255
"227",19,1994-09-10,145,929,0,348,2254
"228",20,1994-09-24,312,1250,0,562,2253
"229",21,1994-10-08,299,1547,0,524,2252
"230",22,1994-10-22,545,1636,0,294,2251
"231",23,1994-11-05,584,1678,0,219,2250
"232",24,1994-11-19,729,1214,0,607,2249
"233",25,1994-12-03,169,1100,0,762,2248
"234",26,1994-12-17,248,800,0,248,2247
"235",1,1995-01-01,83,583,0,139,2246
"236",2,1995-01-15,144,330,0,186,2245
"237",3,1995-01-29,132,158,0,132,2244
"238",4,1995-02-12,0,208,0,52,2243
"239",5,1995-02-26,0,76,0,114,2242
"240",6,1995-03-12,44,66,0,22,2241
"241",7,1995-03-26,76,13,0,51,2240
"242",8,1995-04-09,34,46,0,23,2239
"243",9,1995-04-23,0,112,0,0,2238
"244",10,1995-05-07,20,59,0,20,2237
"245",11,1995-05-21,0,60,0,30,2236
"246",12,1995-06-04,49,49,0,24,2235
"247",13,1995-06-18,9,150,0,5,2234
"248",14,1995-07-02,13,119,0,13,2233
"249",15,1995-07-16,20,101,0,40,2232
"250",16,1995-07-30,9,214,0,9,2231
"251",17,1995-08-13,0,227,0,27,2230
"252",18,1995-08-27,44,155,0,11,2229
"253",19,1995-09-10,70,129,0,59,2228
"254",20,1995-09-24,67,150,0,67,2227
"255",21,1995-10-08,74,149,0,56,2226
"256",22,1995-10-22,61,229,0,61,2225
"257",23,1995-11-05,0,83,0,206,2224
"258",24,1995-11-19,0,124,0,124,2223
"259",25,1995-12-03,0,0,0,182,2222
"260",26,1995-12-17,0,105,0,52,2221
"261",1,1996-01-01,19,74,0,56,2220
"262",2,1996-01-15,79,53,0,0,2219
"263",3,1996-01-29,30,59,0,44,2218
"264",4,1996-02-12,57,57,0,0,2217
"265",5,1996-02-26,38,64,0,26,2216
"266",6,1996-03-11,0,78,0,11,2215
"267",7,1996-03-25,0,54,0,40,2214
"268",8,1996-04-08,29,43,0,29,2213
"269",9,1996-04-22,70,24,0,0,2212
"270",10,1996-05-06,0,0,0,75,2211
"271",11,1996-05-20,12,36,0,24,2210
"272",12,1996-06-03,0,0,0,78,2209
"273",13,1996-06-17,39,39,0,16,2208
"274",14,1996-07-01,0,32,0,65,2207
"275",15,1996-07-15,44,77,0,22,2206
"276",16,1996-07-29,13,77,0,70,2205
"277",17,1996-08-12,30,193,0,30,2204
"278",18,1996-08-26,24,122,0,85,2203
"279",19,1996-09-09,45,136,0,102,2202
"280",20,1996-09-23,71,198,0,71,2201
"281",21,1996-10-07,27,189,0,108,2200
"282",22,1996-10-21,73,146,0,109,2199
"283",23,1996-11-04,79,196,0,26,2198
"284",24,1996-11-18,47,132,0,140,2197
"285",25,1996-12-02,29,145,0,101,2196
"286",26,1996-12-16,52,84,0,116,2195
"287",1,1997-01-01,30,71,0,101,2194
"288",2,1997-01-15,20,133,0,72,2193
"289",3,1997-01-29,24,164,0,47,2192
"290",4,1997-02-12,104,104,0,0,2191
"291",5,1997-02-26,52,52,0,129,2190
"292",6,1997-03-12,0,0,0,184,2188
"293",7,1997-03-26,64,64,0,64,2187
"294",8,1997-04-09,129,0,0,64,2186
"295",9,1997-04-23,0,76,0,76,2185
"296",10,1997-05-07,25,0,0,102,2184
"297",11,1997-05-21,0,0,0,0,2183
"298",12,1997-06-04,0,0,0,0,2182
"299",13,1997-06-18,44,0,0,44,2181
"300",14,1997-07-02,30,15,0,46,2180
"301",15,1997-07-16,0,40,0,40,2179
"302",16,1997-07-30,46,55,0,55,2178
"303",17,1997-08-13,42,14,0,111,2177
"304",18,1997-08-27,82,41,0,163,2176
"305",19,1997-09-10,152,101,0,112,2175
"306",20,1997-09-24,110,186,0,66,2174
"307",21,1997-10-08,144,118,0,236,2173
"308",22,1997-10-22,228,207,0,269,2172
"309",23,1997-11-05,89,358,0,268,2171
"310",24,1997-11-19,201,101,0,251,2170
"311",25,1997-12-03,345,0,0,246,2169
"312",26,1997-12-17,228,101,0,177,2168
"313",1,1998-01-01,137,110,27,192,2167
"314",2,1998-01-15,239,37,18,221,2166
"315",3,1998-01-29,246,113,0,208,2165
"316",4,1998-02-12,205,128,0,308,2164
"317",5,1998-02-26,305,64,0,178,2163
"318",6,1998-03-12,176,44,0,220,2162
"319",7,1998-03-26,148,27,0,176,2161
"320",8,1998-04-09,93,16,0,202,2160
"321",9,1998-04-23,137,39,10,127,2159
"322",10,1998-05-07,126,8,8,210,2158
"323",11,1998-05-21,115,71,18,194,2157
"324",12,1998-06-04,167,48,12,274,2156
"325",13,1998-06-18,301,52,31,229,2155
"326",14,1998-07-02,304,146,0,437,2154
"327",15,1998-07-16,404,181,14,404,2153
"328",16,1998-07-30,464,440,171,831,2152
"329",17,1998-08-13,648,118,39,804,2151
"330",18,1998-08-27,355,152,51,634,2150
"331",19,1998-09-10,149,0,149,224,2149
"332",20,1998-09-24,133,80,187,240,2148
"333",21,1998-10-08,201,172,57,258,2147
"334",22,1998-10-22,99,132,132,230,2146
"335",23,1998-11-05,108,87,87,217,2145
"336",24,1998-11-19,63,110,158,110,2144
"337",25,1998-12-03,29,202,58,87,2143
"338",26,1998-12-17,83,124,124,62,2142
"339",1,1999-01-01,46,46,161,77,2141
"340",2,1999-01-15,34,101,179,56,2140
"341",3,1999-01-29,42,42,83,62,2139
"342",4,1999-02-12,0,45,90,45,2138
"343",5,1999-02-26,34,0,102,34,2137
"344",6,1999-03-12,41,0,82,0,2136
"345",7,1999-03-26,0,0,87,17,2135
"346",8,1999-04-09,24,0,24,48,2134
"347",9,1999-04-23,0,0,99,0,2133
"348",10,1999-05-07,16,0,49,16,2132
"349",11,1999-05-21,0,0,54,54,2131
"350",12,1999-06-04,0,0,40,40,2130
"351",13,1999-06-18,43,0,43,0,2129
"352",14,1999-07-02,14,14,68,0,2128
"353",15,1999-07-16,0,28,84,0,2127
"354",16,1999-07-30,0,60,79,0,2126
"355",17,1999-08-13,19,37,93,9,2125
"356",18,1999-08-27,14,14,86,14,2124
"357",19,1999-09-10,15,81,102,7,2123
"358",20,1999-09-24,40,27,135,14,2122
"359",21,1999-10-08,14,42,97,28,2121
"360",22,1999-10-22,8,76,119,0,2120
"361",23,1999-11-05,41,27,96,0,2119
"362",24,1999-11-19,13,13,132,0,2118
"363",25,1999-12-03,29,44,72,0,2117
"364",26,1999-12-17,11,17,80,0,2116
"365",1,2000-01-01,0,0,89,0,2115
"366",2,2000-01-15,18,18,71,0,2114
"367",3,2000-01-29,22,0,68,0,2113
"368",4,2000-02-12,0,0,88,0,2112
"369",5,2000-02-26,0,0,75,0,2111
"370",6,2000-03-11,0,0,70,0,2110
"371",7,2000-03-25,0,0,0,0,2109
"372",8,2000-04-08,0,0,69,0,2108
"373",9,2000-04-22,0,0,0,0,2107
"374",10,2000-05-06,0,0,51,0,2106
"375",11,2000-05-20,0,0,41,0,2105
"376",12,2000-06-03,0,0,0,0,2104
"377",13,2000-06-17,0,0,44,0,2103
"378",14,2000-07-01,0,0,44,0,2102
"379",15,2000-07-15,0,0,47,0,2101
"380",16,2000-07-29,0,0,58,0,2100
"381",17,2000-08-12,0,11,52,0,2099
"382",18,2000-08-26,0,0,71,0,2098
"383",19,2000-09-09,0,17,61,0,2097
"384",20,2000-09-23,0,0,111,0,2096
"385",21,2000-10-07,0,0,123,0,2095
"386",22,2000-10-21,0,6,159,0,2094
"387",23,2000-11-04,0,0,224,0,2093
"388",24,2000-11-18,0,5,231,0,2092
"389",25,2000-12-02,0,6,227,0,2091
"390",26,2000-12-16,0,0,198,0,2090
"391",1,2001-01-01,0,0,167,0,2089
"392",2,2001-01-15,0,0,155,0,2088
"393",3,2001-01-29,0,7,124,0,2087
"394",4,2001-02-12,0,0,112,0,2086
"395",5,2001-02-26,0,0,103,0,2085
"396",6,2001-03-12,0,10,86,0,2084
"397",7,2001-03-26,0,0,81,0,2083
"398",8,2001-04-09,0,0,75,0,2082
"399",9,2001-04-23,0,0,57,0,2081
"400",10,2001-05-07,0,26,43,0,2080
"401",11,2001-05-21,0,9,78,0,2079
"402",12,2001-06-04,0,0,102,0,2078
"403",13,2001-06-18,0,0,125,0,2077
"404",14,2001-07-02,0,6,118,0,2076
"405",15,2001-07-16,0,0,173,0,2075
"406",16,2001-07-30,0,7,208,0,2074
"407",17,2001-08-13,0,0,338,0,2073
"408",18,2001-08-27,0,9,357,0,2072
"409",19,2001-09-10,0,10,408,0,2071
"410",20,2001-09-24,0,19,430,0,2070
"411",21,2001-10-08,0,0,434,0,2069
"412",22,2001-10-22,0,12,413,0,2067
"413",23,2001-11-05,0,0,407,0,2066
"414",24,2001-11-19,0,26,316,0,2065
"415",25,2001-12-03,0,19,242,0,2064
"416",26,2001-12-17,0,16,182,0,2063
"417",1,2002-01-01,0,13,203,0,2062
"418",2,2002-01-15,0,8,186,0,2061
"419",3,2002-01-29,0,0,178,0,2060
"420",4,2002-02-12,0,0,141,0,2059
"421",5,2002-02-26,0,0,98,0,2058
"422",6,2002-03-12,0,0,98,0,2057
"423",7,2002-03-26,0,0,72,0,2056
"424",8,2002-04-09,0,0,81,0,2055
"425",9,2002-04-23,0,0,98,0,2054
"426",10,2002-05-07,0,0,126,0,2053
"427",11,2002-05-21,0,0,100,0,2052
"428",12,2002-06-04,0,0,111,0,2051
"429",13,2002-06-18,0,0,88,0,2050
"430",14,2002-07-02,0,0,84,0,2049
"431",15,2002-07-16,0,0,93,0,2048
"432",16,2002-07-30,0,6,80,0,2047
"433",17,2002-08-13,0,0,118,0,2046
"434",18,2002-08-27,0,0,122,0,2045
"435",19,2002-09-10,0,0,136,0,2044
"436",20,2002-09-24,0,0,113,0,2043
"437",21,2002-10-08,0,0,127,0,2042
"438",22,2002-10-22,0,0,154,0,2041
"439",23,2002-11-05,0,0,152,0,2040
"440",24,2002-11-19,0,0,120,0,2039
"441",25,2002-12-03,0,0,118,0,2038
"442",26,2002-12-17,0,14,97,0,2037
"443",1,2003-01-01,0,32,65,0,2036
"444",2,2003-01-15,0,0,96,0,2035
"445",3,2003-01-29,0,15,59,0,2034
"446",4,2003-02-12,0,0,86,0,2033
"447",5,2003-02-26,0,14,68,0,2032
"448",6,2003-03-12,0,0,103,0,2031
"449",7,2003-03-26,0,22,66,0,2030
"450",8,2003-04-09,12,25,38,0,2029
"451",9,2003-04-23,0,15,74,0,2028
"452",10,2003-05-07,0,0,91,0,2027
"453",11,2003-05-21,0,0,88,0,2026
"454",12,2003-06-04,0,0,89,0,2025
"455",13,2003-06-18,0,31,73,0,2024
"456",14,2003-07-02,0,0,122,0,2023
"457",15,2003-07-16,0,0,123,0,2022
"458",16,2003-07-30,0,35,140,0,2021
"459",17,2003-08-13,0,19,185,0,2020
"460",18,2003-08-27,0,35,190,0,2019
"461",19,2003-09-10,0,65,228,0,2018
"462",20,2003-09-24,0,35,265,0,2017
"463",21,2003-10-08,0,38,234,0,2016
"464",22,2003-10-22,0,68,202,0,2015
"465",23,2003-11-05,0,45,205,0,2014
"466",24,2003-11-19,0,0,268,0,2013
"467",25,2003-12-03,0,46,168,0,2012
"468",26,2003-12-17,0,44,146,0,2011
"469",1,2004-01-01,0,51,114,0,2010
"470",2,2004-01-15,0,43,119,0,2009
"471",3,2004-01-29,0,32,119,0,2008
"472",4,2004-02-12,0,29,86,0,2007
"473",5,2004-02-26,0,31,73,0,2006
"474",6,2004-03-11,0,42,42,0,2005
"475",7,2004-03-25,0,38,38,0,2004
"476",8,2004-04-08,0,22,45,0,2003
"477",9,2004-04-22,0,39,32,0,2002
"478",10,2004-05-06,0,50,25,0,2001
"479",11,2004-05-20,0,23,57,0,2000
"480",12,2004-06-03,0,74,37,0,1999
"481",13,2004-06-17,0,67,67,0,1998
"482",14,2004-07-01,0,60,81,0,1997
"483",15,2004-07-15,0,87,44,0,1996
"484",16,2004-07-29,0,100,18,0,1995
"485",17,2004-08-12,0,114,45,0,1994
"486",18,2004-08-26,0,94,42,0,1993
"487",19,2004-09-09,0,90,34,0,1992
"488",20,2004-09-23,0,136,68,0,1991
"489",21,2004-10-07,0,139,54,8,1990
"490",22,2004-10-21,0,131,52,0,1989
"491",23,2004-11-04,0,130,47,0,1988
"492",24,2004-11-18,0,168,0,0,1987
"493",25,2004-12-02,0,164,27,0,1986
"494",26,2004-12-16,0,141,61,0,1985
"495",1,2005-01-01,0,90,20,0,1984
"496",2,2005-01-15,0,75,45,0,1983
"497",3,2005-01-29,0,103,0,0,1982
"498",4,2005-02-12,0,67,13,0,1981
"499",5,2005-02-26,0,92,0,0,1980
"500",6,2005-03-12,0,58,19,0,1979
"501",7,2005-03-26,0,71,0,0,1978
"502",8,2005-04-09,0,67,0,0,1977
"503",9,2005-04-23,0,55,0,0,1976
"504",10,2005-05-07,0,68,0,0,1975
"505",11,2005-05-21,0,78,0,0,1974
"506",12,2005-06-04,0,94,16,0,1973
"507",13,2005-06-18,0,161,9,0,1972
"508",14,2005-07-02,0,169,36,0,1971
"509",15,2005-07-16,0,256,28,0,1970
"510",16,2005-07-30,0,353,74,0,1969
"511",17,2005-08-13,0,448,109,0,1968
"512",18,2005-08-27,0,563,102,0,1967
"513",19,2005-09-10,0,547,196,0,1966
"514",20,2005-09-24,0,360,115,0,1965
"515",21,2005-10-08,0,234,110,0,1964
"516",22,2005-10-22,0,215,124,7,1963
"517",23,2005-11-05,0,180,55,0,1962
"518",24,2005-11-19,0,139,46,0,1961
"519",25,2005-12-03,0,129,13,0,1960
"520",26,2005-12-17,0,81,22,0,1959
"521",1,2006-01-01,0,89,9,0,1958
"522",2,2006-01-15,0,100,12,0,1957
"523",3,2006-01-29,0,77,19,0,1956
"524",4,2006-02-12,0,60,17,0,1955
"525",5,2006-02-26,0,64,16,0,1954
"526",6,2006-03-12,0,0,0,0,1953
"527",7,2006-03-26,0,59,15,0,1952
"528",8,2006-04-09,0,34,34,0,1951
"529",9,2006-04-23,0,38,8,0,1950
"530",10,2006-05-07,0,67,0,0,1949
"531",11,2006-05-21,0,43,22,0,1948
"532",12,2006-06-04,0,60,0,0,1947
"533",13,2006-06-18,0,52,31,0,1945
"534",14,2006-07-02,0,95,0,0,1944
"535",15,2006-07-16,0,93,31,0,1943
"536",16,2006-07-30,0,124,28,0,1942
"537",17,2006-08-13,0,128,51,0,1941
"538",18,2006-08-27,0,174,48,8,1940
"539",19,2006-09-10,0,158,116,0,1939
"540",20,2006-09-24,0,226,76,0,1938
"541",21,2006-10-08,0,142,66,0,1937
"542",22,2006-10-22,9,92,73,0,1936
"543",23,2006-11-05,0,76,69,7,1935
"544",24,2006-11-19,0,94,36,0,1934
"545",25,2006-12-03,0,40,61,0,1933
"546",26,2006-12-17,0,40,58,6,1932
"547",1,2007-01-01,0,26,76,0,1931
"548",2,2007-01-15,0,65,41,6,1930
"549",3,2007-01-29,0,50,42,0,1929
"550",4,2007-02-12,0,54,58,0,1928
"551",5,2007-02-26,0,39,77,0,1927
"552",6,2007-03-12,0,80,34,0,1926
"553",7,2007-03-26,0,27,72,0,1925
"554",8,2007-04-09,0,37,61,0,1924
"555",9,2007-04-23,0,94,16,0,1923
"556",10,2007-05-07,0,39,70,0,1922
"557",11,2007-05-21,0,6,125,0,1921
"558",12,2007-06-04,0,72,132,0,1920
"559",13,2007-06-18,0,78,150,6,1919
"560",14,2007-07-02,17,142,188,6,1918
"561",15,2007-07-16,26,119,235,0,1917
"562",16,2007-07-30,8,197,393,0,1916
"563",17,2007-08-13,63,294,403,19,1915
"564",18,2007-08-27,45,234,542,21,1914
"565",19,2007-09-10,82,280,716,4,1913
"566",20,2007-09-24,90,471,902,16,1912
"567",21,2007-10-08,94,408,792,0,1911
"568",22,2007-10-22,103,231,394,26,1910
"569",23,2007-11-05,33,66,421,0,1909
"570",24,2007-11-19,54,32,278,0,1908
"571",25,2007-12-03,16,81,145,0,1907
"572",26,2007-12-17,33,33,100,22,1906
"573",1,2008-01-01,12,48,133,0,1905
"574",2,2008-01-15,29,19,154,0,1904
"575",3,2008-01-29,88,0,88,0,1903
"576",4,2008-02-12,70,0,70,0,1902
"577",5,2008-02-26,44,0,44,0,1901
"578",6,2008-03-11,17,0,50,0,1900
"579",7,2008-03-25,0,31,31,0,1899
"580",8,2008-04-08,0,22,22,0,1898
"581",9,2008-04-22,24,0,24,0,1897
"582",10,2008-05-06,44,0,0,0,1896
"583",11,2008-05-20,59,0,0,0,1895
"584",12,2008-06-03,0,20,40,0,1894
"585",13,2008-06-17,0,0,63,0,1893
"586",14,2008-07-01,34,0,34,0,1892
"587",15,2008-07-15,85,0,17,0,1891
"588",16,2008-07-29,38,9,38,0,1890
"589",17,2008-08-12,58,43,0,14,1889
"590",18,2008-08-26,71,0,53,0,1888
"591",19,2008-09-09,62,12,75,0,1887
"592",20,2008-09-23,82,59,47,0,1886
"593",21,2008-10-07,131,84,14,0,1885
"594",22,2008-10-21,99,94,30,10,1884
"595",23,2008-11-04,136,63,27,5,1883
"596",24,2008-11-18,165,37,15,0,1882
"597",25,2008-12-02,113,53,12,4,1881
"598",26,2008-12-16,136,40,8,0,1880
"599",1,2009-01-01,120,26,9,0,1879
"600",2,2009-01-15,148,25,4,0,1878
"601",3,2009-01-29,149,24,3,0,1877
"602",4,2009-02-12,147,27,0,3,1876
"603",5,2009-02-26,155,4,0,0,1875
"604",6,2009-03-12,138,20,0,0,1874
