"lambda","lam.ci.l","lam.ci.u","loglik","rho1","rho2","rho3","rho4"
47,27,77,-526.035145406687,138.754323585768,167.089660766669,158.243148828595,151.10490560756
79,30,200,-671.085693223198,113.264091174667,133.117626289044,136.610552924465,142.483505156335
70,29,200,-380.389356328041,141.190969369168,141.114816332405,161.691773390059,140.279685035113
56,24,200,-546.12795795645,111.128918981995,138.863895147436,165.078466383229,133.566926784505
47,17,108,-385.770068803741,133.682104343566,143.972304131038,160.299301271576,130.095018008995
9,0,200,-328.339605748407,106.59575662132,112.73054981037,100.226248313759,143.870964891634
46,16,100,-484.210765145591,138.833280339629,146.054875350351,155.842527788056,146.183228709873
52,0,200,-297.523571884447,128.000198486054,122.631870822733,161.22898458955,96.3756322402074
93,18,200,-490.678658208159,130.607644939283,147.345694574478,133.861450690774,151.912328547795
200,74,200,-524.995454100672,105.438724169188,131.332734362551,131.962258339221,117.437730346506
25,9,57,-359.625138547539,115.344323062607,129.431928581251,118.228918252516,151.293857447232
41,18,82,-331.002300531708,116.670048079914,126.98861186782,142.967437570862,116.668716902877
68,15,200,-469.288937501729,150.253531864474,122.404744708882,144.365898488983,127.181407557456
93,28,200,-651.133484794243,117.119867633101,147.973731103645,129.418185533725,141.665358600861
46,21,99,-342.366899119399,101.881338395998,120.291550104933,163.432501732939,148.795790658775
110,20,200,-262.328030044155,144.529404338012,147.841915457492,108.488487094365,139.244048361117
200,10,200,-520.734291807313,122.673480377409,126.647852449332,151.838810507354,123.772268461379
56,5,188,-431.919550634645,113.337295688415,141.67524199945,116.09913801985,122.419549409371
0,0,37,-419.1690507128,116.637943867616,128.212654608131,116.879792703968,125.870779710569
23,8,50,-572.389039972782,178.625308669906,116.113824551952,153.034987169344,121.954625774669
81,36,187,-430.368278488822,123.609626008395,137.183288313275,146.164544333938,145.952332931976
80,34,178,-321.059728629724,126.446835924877,112.798705154442,109.220654361415,114.470791757472
40,0,200,-546.846124663104,104.960372176726,121.479452354419,113.671389995978,133.325205070611
200,9,200,-363.463334894638,107.135946567542,105.866966147518,134.078221501811,104.317965899227
69,23,159,-219.425328124499,105.235607221998,113.093082721826,140.340626063444,156.177483248992
32,3,66,-358.953597223505,125.572757943313,141.593894530851,204.112660895615,133.810067828538
31,16,61,-431.301984151118,125.997365379675,170.076910138204,125.732593932647,116.943146652596
67,28,166,-572.120893107355,137.479288513919,147.902214091983,167.279794642948,150.499517113989
114,72,193,-153.970968687885,80.9735328759843,137.844378251522,97.3011566627286,122.151296682407
52,19,178,-364.983115034995,132.492505846302,116.035740479103,133.435922745503,146.751583761954
43,22,79,-460.281586765767,127.947436344565,142.340970445405,158.55789650099,127.426540494363
48,21,115,-490.026698454114,162.245079643934,136.479702964042,159.498657706565,129.392525577576
48,30,78,-568.681789222413,113.031565523088,146.493635537575,140.218863701551,161.744407450661
31,16,54,-433.727111400525,135.395648203423,146.654597641687,120.615534224272,152.084428150586
56,15,112,-399.909264435663,110.086924774692,164.709093589333,146.842874715192,121.407591790186
200,60,200,-236.427872314523,112.154622014745,166.951256454125,138.539163767973,159.945595545445
93,41,200,-569.748082299447,115.020280698931,145.380370762626,130.338412070681,145.282339134741
39,18,67,-261.30489910398,138.308365111536,133.707070296476,135.674459154922,115.431777828764
60,18,200,-423.166840180971,135.161586459549,130.198548969466,175.945369898388,135.690044739085
48,23,92,-255.92254954061,133.269847485798,134.317681673852,133.799481446241,145.4513285911
91,14,200,-514.762542770259,112.534340388562,140.029811017402,95.0059033737183,99.9235353218394
39,8,150,-410.343422500632,106.390993181857,135.425117589055,125.73094595036,159.201441216538
27,5,125,-753.08342543847,124.743501957178,163.048690989802,135.867418317148,144.763512821579
83,37,174,-296.772941870236,110.312015140857,121.100673968076,140.701959393042,140.815700547361
62,32,119,-345.206834872029,147.068354572903,144.098425288963,117.574751565722,147.720381088425
41,20,78,-807.534770591962,138.734384767808,119.095240700525,150.955424578746,149.492738730172
39,14,86,-278.736732227275,103.433601913048,110.659628966074,138.14749594519,142.20322357413
34,12,67,-539.675604524185,123.492836125546,124.326983691296,123.081459731066,149.665616004199
186,46,200,-412.724895380323,121.421050132294,112.451137378203,111.379227810192,141.218651834461
47,20,103,-468.62705800383,141.354772498701,158.782288297316,133.630103306896,148.120022806678
28,6,152,-676.655144454659,117.443431979993,180.560926050332,153.983774608969,145.156817521767
39,22,70,-464.421611739093,130.142878299791,137.017106528952,156.856346256738,161.741389405257
59,18,200,-336.445540629656,127.524012674595,141.69656504819,160.937717394152,155.983886385609
58,23,177,-559.935240625542,120.313374366793,155.67622549747,166.949311560294,125.594786697556
73,0,188,-163.789917484921,122.575345567283,93.4422985228354,126.178478812188,89.1787765641998
100,35,200,-304.914030126232,135.519311030526,173.42417770507,151.953578277528,157.897002321958
52,22,110,-555.528673247884,114.399554228894,160.313050770556,133.739285981506,117.219774119318
77,21,192,-282.663721444703,155.17520411086,141.951759223996,166.01281436322,194.421702387836
106,7,200,-385.737009328421,122.263669738716,154.842392668004,134.748277362819,148.638931011194
59,5,151,-318.155124894392,113.727728123001,143.965764489468,154.04416117776,134.751993921081
46,28,77,-486.790180981067,133.026213235029,138.320820440013,130.000259070937,159.412310985423
58,27,135,-437.339432219836,134.099388458477,157.672024096928,201.319758986909,152.849960200218
48,21,94,-640.483498754069,162.751187167675,136.001338031906,158.448238642021,147.774425815443
83,4,200,-573.750782129113,113.233963793814,144.899697111507,141.765238592974,153.698406184655
0,0,12,-301.428790247061,108.33289857229,90.7572670735115,122.90855257031,134.506491412425
74,41,145,-325.714397625717,140.570214736504,180.30740551434,176.865039278491,161.122893171607
63,30,136,-499.237450588307,120.054682972571,138.915630576241,136.064436441724,139.144264131874
76,30,200,-254.541324627871,105.716878543173,165.725981961339,100.795028867351,138.271155743807
39,11,85,-1016.50921988834,148.642842255266,152.38832863322,123.82083160506,138.318026094152
70,32,164,-749.882547592103,125.099667715022,148.656118415886,145.310284572817,171.581343494821
45,10,96,-319.503690634741,125.785314283833,125.632645443222,112.701710567257,133.625065117321
52,22,122,-641.089179111725,142.167031051391,154.482114144459,132.074520859225,171.302753036189
54,21,118,-382.64566887311,103.193384904919,131.550255003333,132.083069155623,131.290426543019
28,6,74,-559.550464372727,112.154554609851,125.479281739927,104.684684087818,148.930160142919
24,10,47,-370.481250639807,143.61765290181,133.660611314876,136.893434839321,132.926131027118
21,8,49,-407.016121901046,120.125083775831,90.5148605674569,108.418594907441,130.842121670104
59,22,121,-485.401154857791,131.937596013487,126.404374782124,177.341641128088,136.56811420858
58,26,110,-610.123920287527,123.231751082054,152.992038333927,151.905817629147,150.314284549102
61,28,131,-242.314306247133,128.432608079287,166.18917935951,148.114565060744,148.478634661717
66,34,123,-451.310832526711,127.761886230806,112.684111419948,161.844377913899,126.11799066916
73,32,178,-401.10957615079,125.021614773849,141.459825114027,174.593720437531,132.878959030926
28,9,143,-318.077542762739,118.044907437153,165.447714567785,106.592158475522,135.46046611456
26,7,60,-552.546417829498,117.352640684266,126.016551662464,150.008949215657,113.296697425113
11,0,68,-718.606604692259,105.330478725236,160.945464144776,141.710754972453,141.198466552416
70,36,161,-329.162914880901,134.222063836754,150.311974769356,121.24953949092,173.773351582739
36,14,70,-374.401419849253,128.429394744912,121.83824801012,151.151254677181,137.645891521859
44,17,93,-503.997391239495,120.685751409143,158.16276266518,133.705051983144,154.102885241372
35,0,65,-383.657899097662,135.213627061178,133.51026217569,137.743340252633,163.156185186978
51,8,108,-426.08776683552,134.305506489756,132.923611293984,141.221658696285,146.494781464626
43,18,81,-404.167739530676,123.317601450566,134.358582781204,151.775043872411,197.827186026587
7,0,41,-448.380109670282,122.280124816489,128.961857640167,133.913798577867,125.804411128328
25,11,46,-509.63042376649,134.002868710423,152.959828812021,155.164358591904,130.806733284004
56,26,122,-425.387683560311,141.643223539526,142.706337360221,150.351114655629,118.763113715086
57,30,102,-479.944840114132,136.671913980327,159.729927061988,134.89519082042,150.525147170572
16,2,55,-475.063873937192,138.453573921773,119.81122502552,111.470792571091,114.348684788654
45,19,85,-409.044169564234,133.308831214921,161.463953844202,134.188800750922,143.897824529835
58,29,157,-387.595986487457,138.687931370259,152.274774476289,138.847008537753,126.921138183882
172,52,200,-228.442437993283,147.300290402311,151.345418135603,183.182092152466,169.966278438698
40,19,88,-1063.41740232132,135.758874835966,176.755964447447,163.955934062127,147.718007494777
97,20,200,-268.703526305894,124.131237096246,99.2475698761159,157.420032334164,146.166897840521
52,21,141,-276.107730467758,122.961307153698,159.870111388276,103.84932765896,144.149427874269
42,19,74,-638.003108200629,111.639762567949,177.1655180419,162.607766830643,149.597409431062
89,37,200,-265.65254296849,150.035043232241,167.403270960737,144.647857697429,162.27698431363
39,13,101,-366.795634310059,119.149523328388,122.817953819111,145.441538071902,126.833505622761
42,15,81,-450.534033987989,121.383846931535,130.369033710279,144.615033747906,143.688071736407
56,31,100,-349.688130691091,143.227152903152,167.359395412954,209.741895530173,162.972675828447
51,19,109,-564.71960105088,134.632689156176,151.97708021083,142.227025233593,130.013847441128
42,23,68,-471.013272455533,136.56789727849,167.955460408424,126.806659077219,140.611444202836
94,35,200,-306.045554162983,135.142763272995,140.007561777193,163.958847518764,145.264422754477
89,45,200,-244.881604765886,151.791724181742,133.542754113183,170.740767538585,135.034620795971
50,22,110,-625.129746729988,133.815637445672,133.709890382066,171.795790625029,133.678936928113
61,12,137,-409.109476882694,117.583334584402,122.04423984703,139.702826137437,134.502021796442
65,33,107,-467.803348505438,124.149548192265,144.012779981705,107.600131927474,120.527021663071
30,13,64,-490.647371419682,116.611248191457,185.117940874742,156.889990923862,164.196846468486
110,33,200,-423.060311863782,150.230975174582,179.129243476602,144.5770603455,173.480808080664
35,7,93,-534.064525071012,143.228137878731,135.216381026227,128.030765915577,128.469525662235
78,41,163,-450.115156204391,102.371012659253,107.541436341019,140.62916784623,132.336588492473
51,21,95,-470.464290754059,105.113010908387,134.21951032062,138.430289875237,183.476335402833
29,4,63,-542.215606394846,130.69821940293,121.025794933552,145.372599515852,132.349785044596
63,28,125,-459.777237626265,126.860719851792,139.291997817658,133.038934069267,135.757514293167
68,31,135,-379.751940751705,113.940771039649,135.380274941762,173.173263765492,148.214142465569
63,11,200,-369.769076187977,107.531608654347,140.289671928588,150.447428717048,154.748914160906
50,16,186,-569.864121486214,141.684748404856,122.170675988321,181.462379309145,157.406804758857
59,39,91,-257.479069575532,172.603841979509,185.529986189893,150.627198980489,129.397339784223
26,7,117,-585.013698050559,123.77104028102,154.357438903432,132.87434535824,136.629071059297
36,15,68,-435.931517810733,117.699684095641,148.351090095162,159.245298622466,127.520731894855
34,10,64,-412.21801693507,130.050944777435,187.934917902275,130.639628752012,154.980964534682
64,28,156,-260.097091252846,128.737517634186,99.6038154871683,144.98995549244,160.208332814574
106,56,200,-532.391185306724,12.8488858595203,13.0426078847841,12.9961597264228,13.2081471878141
53,22,104,-786.796179610988,13.8123983228217,12.663953396999,19.6282977717207,13.147481702633
51,28,101,-400.012921966743,15.4329972550587,13.0013757692307,16.666641983744,14.2225939206414
16,5,61,-571.986787116048,13.6456681479089,13.4354266858148,10.319840079425,12.1604023598885
56,22,92,-582.6614572247,14.7626447152499,12.2966466787378,14.2643270599693,13.4908117152331
42,24,69,-331.029931133279,13.1768279568464,11.3488030665218,16.6422952473052,13.2673149386659
22,7,45,-546.954051613012,14.3558967358161,11.8220157400964,15.9853842442049,12.4675184610525
39,20,65,-570.276909937969,14.7165827051178,12.6412871317408,12.6521554924739,12.8857268267098
42,15,106,-803.586323435112,15.5293519220995,11.8253043548563,16.3067646054482,10.0169748580474
37,23,61,-511.265746762127,16.2307033891132,12.9400803170585,13.7534268143116,12.6439980140174
46,20,98,-479.190171437531,15.1980072389211,12.8748871016369,13.6625990618849,12.4369511660935
58,18,113,-422.428638878138,13.8561256095659,11.9261735409265,14.6984673751756,12.5693423611004
62,32,121,-377.026626351515,16.3496619651403,13.6686846874934,10.4161751029717,13.7840120199619
39,11,89,-416.556618560458,12.2032927295801,9.02888493824345,14.3501782805711,11.81620301637
52,11,111,-445.3181314608,13.953133719516,13.416167004851,15.1955849486403,13.6876508867962
58,33,104,-422.321333308542,15.9308362079955,17.1173968645633,15.2815666258359,15.499278537877
35,20,58,-742.388035392135,8.49508639642936,13.4620505906023,13.2390929948389,16.0207427410059
36,17,75,-632.210286528101,15.547850899617,11.8774068420289,9.45975991007051,15.0534490594431
52,29,86,-489.348475549073,15.7111087875304,11.6166964065078,13.4702964884097,13.1838539093933
34,19,57,-361.957164402483,15.0159262168197,11.104677136276,12.2875155169557,15.7372663666151
47,27,81,-702.313446481127,14.7622584744404,12.8419962236329,14.9867376126216,14.2725494305074
49,27,83,-500.637951515153,14.3695110674517,12.2768504870274,16.4720069053392,11.8702143360619
59,2,137,-524.329813170902,14.8749309290645,11.8952971600207,11.2119653764308,12.9942371689146
29,14,56,-919.654688169102,14.1477522371373,13.2245557167583,13.9928085737946,16.0184400302023
46,16,84,-571.468039089938,13.1990885932674,13.5098551974548,13.3880077134517,13.2589118211044
55,24,111,-380.446733632078,13.5816791709071,13.781754336397,15.9498795240881,14.3252116208564
49,29,86,-615.907102811071,14.9023265876047,11.8815454482017,12.8006918066976,11.9428694992596
200,65,200,-742.589076916171,12.2270406786373,12.1689450247941,10.4173716074401,12.1404895872241
33,14,61,-548.928959604151,14.4227807096167,10.1697335059066,13.6186484829912,13.7942793088619
37,20,73,-584.448022036815,13.311591247843,12.1375247782103,10.0529822571105,16.3475033150534
40,17,66,-419.229730676535,15.2627385319051,14.2895130419744,12.6629601977233,15.4580624078467
46,28,75,-744.943653616122,13.0717025496675,12.8476546488954,14.4284043288655,15.9227054760559
21,8,42,-692.596293095836,12.6621252465741,12.4551358455651,12.9719122959371,16.1096774148896
30,13,59,-460.371077044203,11.8753116736229,11.1563228009855,15.7108855226666,13.1738262288547
59,31,118,-695.093032745505,13.5831539613065,12.627493592246,13.9622720336003,13.1622584142709
77,38,200,-610.991093809795,10.4476105627973,14.0395536307055,15.5783449647394,16.6739376744616
15,0,44,-430.655051530832,11.2513424797867,10.3480289393552,14.1317734245459,11.4748136825171
15,4,29,-625.594600977322,11.8865457985093,12.9220076662583,17.1931019677908,13.602805102255
31,9,65,-734.95529033873,16.5414790713044,12.8145428430946,15.4080693053541,13.4555860766338
26,15,41,-789.804505561965,14.4198498883483,14.3110958152488,16.1766713594674,12.824449800038
49,28,80,-417.683496307438,13.2716773981539,13.3583061179189,16.5964849108635,13.1974378027248
41,16,73,-523.43499636162,12.7512182714937,12.1483759580713,10.8308006998255,14.9803136879241
36,21,58,-442.903567450942,13.4673063514522,13.1493083781838,14.6897810496967,12.878009020068
51,13,200,-436.622454865103,10.9598753789132,12.6453276532716,16.1715866050576,13.8326861385746
47,11,104,-537.892516624317,11.3863511338204,13.3463424475859,12.7300953634827,10.0567413179409
38,20,65,-763.441949713174,16.5741873208385,14.147046308783,16.6756089860972,14.2938224532328
36,20,58,-622.643008723542,14.8861763576235,12.6804248076806,13.7694672077821,15.3922347221841
46,19,92,-544.470396004414,12.0773730433034,11.6653463568053,13.8237479813306,11.8082813789353
38,27,53,-327.435652318618,12.7437492336026,14.8914100184016,11.8751687719199,14.9221175352181
39,10,80,-644.1604831652,12.6355615279796,13.6202570611406,18.7191811007162,14.1974122176414
40,12,102,-462.024685861075,12.9734079092833,10.7668566803882,14.386647593386,15.220402080627
48,16,101,-642.838182257299,14.6359353299613,12.5653682263186,16.4698631170313,13.2273910241818
33,8,93,-532.258321136838,14.2255384415052,11.5001421796475,15.2656831035878,11.0299590903975
45,14,121,-566.80894710269,13.7346438585456,16.2486582808731,11.926215984585,13.6698037927754
19,5,46,-366.082710161717,12.6528369672327,12.3551195182701,13.6195914344392,13.965210106186
52,5,114,-536.863810759546,10.7697316433916,12.2010470419258,10.0085193473989,13.3894434085358
27,12,51,-953.485751842811,13.6045493418676,13.6567040214214,14.3840906520549,14.103811028265
43,23,70,-608.154568244356,12.2004361736201,13.0422978582595,13.7027269058571,16.7059869358481
16,2,200,-451.684842447205,12.5602991831862,10.8575499304799,13.5081312690441,9.69309016028113
9,0,32,-507.178133222644,13.1485424183457,10.7668704757283,21.0784354141725,11.9213137467329
35,18,66,-569.051783772081,16.7844593531502,13.8889687280155,11.8351983743783,15.9271912733096
29,15,48,-748.951063702377,11.9724307825398,13.4054441771297,16.7305926689809,14.6098158749968
33,17,60,-488.79098657644,15.4441378508836,14.2617504534242,15.561252723647,16.9047431227557
116,44,200,-382.361860169363,12.2838381450917,12.3909416791485,11.6800873080968,12.079188643771
55,18,116,-487.547550523673,9.86204830990261,14.4979747255158,13.5439223244621,16.846141563525
45,29,70,-490.859890973938,14.1571356758881,11.363237416829,15.0489215278234,9.64157857291946
40,19,73,-641.05208725321,14.6079587321414,11.6551625542348,14.6731971767321,15.745461419035
66,39,107,-626.897376184879,12.7812252772743,12.5830785383765,15.4009979578701,13.4101738971593
33,16,54,-647.614989440332,11.5426735524117,12.2561501489207,17.9909736417945,15.4363456437978
53,27,108,-421.122919837206,15.1117625061389,13.4723407227271,14.3922577719369,17.5018641085279
38,16,87,-682.976098134738,13.2784462374274,14.202709244486,13.6033002767243,9.84738496557994
29,15,53,-358.152403762586,12.5873637350649,10.8334797298193,13.5287167847929,16.5513933387407
37,24,56,-457.627128810315,18.2532660024782,14.0009685606544,13.8283745170175,15.2352237676442
45,23,85,-722.860600864191,14.0595004277066,12.3602638522629,14.7597340038715,17.9245415036887
32,17,56,-589.061574084679,14.1415706660394,14.7023906426743,11.3824831115639,12.8236430433678
36,16,66,-430.635156819635,11.0655519985582,13.0797915437762,12.620422178111,18.9107747573048
11,2,38,-560.28648716435,11.4616643163956,12.5786291415767,11.350569635857,11.2577055309557
38,19,77,-657.406825762237,14.7249915320075,13.0342001166185,13.5172777105385,15.6711471018188
113,47,200,-486.109625327024,12.0326186251714,12.5589648144697,14.5840784136734,13.1255515433413
53,12,155,-381.213585356318,9.93693615685246,13.0884998588143,13.5716369116352,13.0067932016387
49,27,75,-534.0489563091,13.1511958484228,13.1866290325879,13.7180904525509,14.1090779020244
32,16,58,-780.123232092577,15.6747973704065,13.6671866126739,15.1169119465207,16.2393383528567
47,23,76,-323.37507569616,12.1833484210406,13.2986287599881,17.5481634671715,13.6813907339664
33,18,56,-508.433675750845,13.8719070090954,11.7185221748615,16.4029932245618,15.8654008519743
32,13,60,-821.142498000904,14.8050131060952,13.1995297504727,15.7893550253731,13.2959581122424
40,22,73,-604.216895151131,13.4491479310628,12.2142594123797,13.1222964847559,16.3898426177161
47,5,97,-635.134101129448,16.0816211022086,13.0102264651308,14.7350456745751,13.9876466192984
36,21,56,-686.822967397171,15.7939578961632,14.1857449582589,15.197379436206,13.6815101645886
33,20,52,-772.915252535817,15.569531002389,14.2606442864768,14.4336460911738,14.4392598948403
10,0,200,-375.62717726627,10.5269692115623,13.711159123701,11.5714053301107,13.2441502839449
27,14,47,-696.68752372738,15.6146190652576,10.4463966028108,13.1674614086888,12.6414316336374
16,6,49,-761.359876473497,14.2820046076696,11.8930562103367,12.3427671799,14.7738143566946
30,19,44,-466.350934056872,14.0082852867393,14.6235503812641,15.2520397930706,16.2024075653235
37,18,65,-478.271796071537,15.8014173885937,12.4683132274579,18.2900312843188,14.9777965680848
24,14,39,-615.314819522346,9.10793027584575,12.9217508841443,12.8409849475974,13.6067025747899
35,19,62,-468.785549403324,13.2092382746504,13.4984566704381,13.6112243117966,15.189208911324
33,11,70,-440.916194839931,11.4205115498222,11.8395509766302,11.5045866556066,10.1477443409228
60,28,110,-376.648314503587,14.749509579196,15.2400458089649,16.2944769305797,13.5558044459517
34,17,56,-811.646373709829,14.7537881967655,13.0416725643615,14.7741930240224,15.3648555945275
71,42,122,-447.767734384963,12.4387499967897,12.0420922097524,10.2120981696107,14.4312817128834
184,70,200,-561.357028658644,11.8770117820971,12.6556420588118,14.1341645752597,13.5715287718952
55,37,81,-641.383706752648,12.9772508130475,14.1911288174231,15.6552022989813,14.6300245885267
57,31,92,-562.788005463885,14.6129983621696,13.9767713860686,11.3198233157254,15.2788351238989
26,15,47,-506.553974738935,13.3650179607887,14.0992927206266,13.6297341277597,14.8136622231213
35,19,56,-389.16352504934,10.0144719169404,12.9838662084806,14.2670520852146,13.7858818585833
32,14,56,-480.102204908415,14.817853249845,15.449094183265,12.7652368184571,13.4787318744676
29,18,44,-498.950007803953,15.3005885543512,11.368881330957,11.0860721171216,16.2603111857685
41,18,81,-479.035536812941,15.7393470111722,13.5524666721115,15.3655905840678,13.6634470506475
90,46,200,-694.690868727992,13.7868072188929,13.2536132619298,12.0607904077867,14.8429331564927
57,36,86,-372.743500628986,18.0414880494835,13.913736569577,17.7881545416942,14.9488261286127
22,9,46,-697.990344378343,12.7511523568991,13.4474949268228,18.4108851509483,16.499937804157
55,31,100,-583.889711906992,16.8234231486102,11.4517079934201,12.2959568639952,12.9010895338738
28,12,53,-664.471111883867,18.2527705396804,13.3682416074364,15.001328054224,11.6266530037716
21,6,44,-472.666664680145,9.5407605736948,11.1303134067128,12.2161720116839,13.4706068590419
41,18,77,-446.573987809083,14.0817036941414,14.2774569294841,8.49287170066394,14.559501571494
51,26,105,-528.847517733706,19.9958484382147,14.0796668170795,18.641294108485,18.7380104029031
23,8,49,-547.930916514423,14.0702455408514,13.6436254570997,15.3451777928596,11.083359183186
46,23,89,-391.634326868673,12.5649655207298,13.8437348526019,16.4909158882009,16.861830040977
54,18,117,-703.273285439635,13.0352207296745,13.1252744853513,12.0050190878618,12.811666423944
16,2,85,-557.888751822447,12.5107074204038,12.0979954000247,17.3224964504222,13.4606881609594
24,13,44,-350.430261879722,13.0123060933004,12.0990427624853,11.2991097570324,13.2755602100934
200,73,200,-400.026526589353,12.7675546168946,10.0989244223897,15.6950131317273,13.7761305435563
19,5,64,-410.577592136031,12.6450551056573,11.3343365824446,15.9420977568912,11.807434312532
81,47,137,-389.493640861995,12.747451775985,11.1430436499608,13.2925255629166,13.9555583903411
34,13,65,-570.108087196692,14.9376885799678,11.9148378203144,10.9076334636378,12.0784762769234
33,21,52,-460.474957982739,12.2269830791793,12.8560194767436,10.4734769816302,15.8245869351429
94,23,200,-484.202106339713,13.3110992185088,12.4807812370954,8.1626250079232,10.334882908207
35,20,60,-552.487886455305,14.7217406786129,12.7534442157836,15.5997076529247,15.2084079763876
49,27,84,-661.416573391586,12.9743877194617,13.1074066224523,14.1188523547443,15.4725081460661
45,23,79,-570.37089113823,14.9089268241834,14.4957116908285,15.2508109612815,15.2978166724663
105,49,200,-394.1964768444,12.5729008182551,13.9690550661496,13.5669344396908,12.8175033434029
56,31,106,-353.179259500074,13.2923260152516,13.7166897949692,14.3277975874787,11.2361053881425
47,20,93,-538.853220014165,17.0626880786338,13.3426076469884,19.3586942307198,14.345039362014
59,23,143,-499.658866320641,12.0060501299304,13.6256698385151,15.8617168610944,9.39330163835028
40,15,83,-658.952066391478,11.7948610770648,12.5881254875921,13.1869490713288,16.6315605748081
53,30,90,-544.757631793616,16.9125016804818,12.2105918944484,14.7202139473112,13.9599714587634
104,22,200,-489.69228618053,11.9635787279465,10.4813389557576,9.71559101592822,12.4236790100248
71,33,154,-497.981766673775,12.9252576725879,13.0710262484779,15.9638710288264,14.2394062534223
61,35,105,-675.641427472962,13.2717693839207,11.9223894772793,13.7519310215034,15.5168766195225
44,21,86,-602.609633187983,15.0178345977103,15.8854587512242,17.6402043737265,14.3372168812768
38,22,65,-580.43029029603,13.6011835081666,11.8690773862984,13.9425017988133,15.2799683748719
43,13,82,-650.152051012575,14.7544461149487,13.4850907261618,13.88168999109,17.1440063218181
55,28,111,-400.974031919561,12.2304661144311,12.5095718601582,16.3809317560218,11.0292060424684
62,37,105,-354.49228859086,14.871947220842,15.026005956209,16.9736398127257,16.7421013083284
51,15,111,-439.606763826641,15.2925128199373,13.2690182379482,14.7609296008513,12.1959059626117
49,24,89,-572.968063912687,14.6073081511641,12.7999806921695,13.5967448177543,13.3802406531301
37,12,73,-523.041034671014,17.9353334415332,13.0046408620388,12.1681768274705,14.2504300248378
32,17,53,-805.162757935292,17.1235335283265,12.9109831209291,12.6595361050056,15.3436367310128
35,22,55,-625.564832862297,15.7733707182245,14.0074102934007,15.7433215990075,14.057989098555
38,8,78,-244.079288730909,10.8265495934253,13.0057676678615,11.7031672310219,12.9262777627877
23,13,39,-505.297456346714,12.6806226628638,13.848915562051,10.9679513865622,10.2111580943788
44,17,97,-517.496434224949,10.5031255137147,12.4116983969486,10.9009300813961,12.8141231859367
42,18,84,-427.10070137767,15.5405066935162,12.0913800721275,15.4437846031923,13.6823464315814
177,46,200,-325.834974122357,12.9064023237125,15.0113017642677,12.7383914372992,15.5391344366288
45,12,106,-643.256787554722,15.588197032098,13.0671521491368,13.377354346494,13.0886736144077
38,21,65,-568.082531282373,13.3621233270762,15.4924905387777,17.4986989276495,12.6104303856003
46,23,87,-578.726106266016,11.2432771273818,14.6253409052176,15.9650237989969,14.0626253259033
78,25,178,-387.042859100311,13.0679640956074,12.3679729373871,12.7421525012877,14.399877553768
47,23,86,-511.69187125846,13.9159076971335,11.6338814566689,14.3815499600301,16.6781801461623
50,24,95,-427.891021883231,16.2824522873696,12.2113963557423,14.4572553190183,18.3007568082284
41,21,64,-359.296493307169,17.4301457169307,13.1891039593065,15.9528201380354,14.6295808929522
48,24,91,-573.613498275723,13.4036475646101,13.9419632706908,15.3139746175131,11.52208144237
40,19,71,-527.761898635099,13.7342949044118,12.6412697203856,15.1368636347465,16.0815463584626
27,12,55,-434.488800549274,16.7311222349766,11.9627712622533,14.1049400305141,11.7071176874762
26,12,55,-910.80270130191,13.4637988134542,14.2605681438609,16.5419082951994,13.8955974156867
57,36,88,-456.600040338836,13.95898285012,11.9232653346051,15.6793583828267,14.7400016010621
35,22,51,-408.472591347328,16.0976102625585,13.5591132085703,13.7499283324864,14.6648452173728
44,5,101,-347.761417252867,10.1786178433083,11.3516703024801,11.9114974854867,14.4395066492998
34,19,59,-655.940802282607,14.5776706194521,14.607667539149,13.937307853241,18.5182122662059
20,7,51,-682.004583006939,9.44784760369443,11.2205901580186,17.121278061701,13.8091576453162
31,18,47,-489.172957577278,13.3954774240284,12.802691909808,14.3424332409377,15.1667745430828
29,16,49,-521.294580575355,10.0802485787527,11.3424169464412,13.191152728867,14.5640499109907
31,21,47,-841.984903661931,13.5212181869795,13.2848283698794,16.9375576546721,14.4005821082356
39,22,65,-253.747730179849,11.6603904530485,12.5175106672786,17.0018611336518,14.1615999532903
48,22,95,-527.02500147431,13.9923387146647,10.8613730200325,15.5289756386223,13.0869670207538
52,25,96,-753.827002591391,14.7443167770769,12.1371740496851,16.5233699906701,14.7771236899863
54,22,133,-514.09994425472,12.6155726714183,10.2599738863431,15.0827949950363,10.6885779703694
30,11,63,-478.631444633226,16.2989299930715,17.0902330252528,13.8264273582695,15.0666498701178
37,19,62,-549.609281129647,12.265888214749,11.930171870791,14.4776025117803,14.1316208040523
67,39,113,-707.502083766891,15.0308387473163,12.2800507543574,12.7849269403444,14.6889468708373
39,24,60,-634.039978722568,21.8626953482677,15.7670441650473,16.9119500921165,15.4634340277901
18,7,42,-620.406629244445,11.7995638249504,14.688599467529,14.6449361533604,13.7394398833811
28,14,49,-455.904234690059,14.0216676607171,14.1038047039711,15.265926919187,12.0160596486525
32,19,52,-526.099154756011,13.725060337199,13.7891515588043,16.7695585505112,14.8457896652409
35,17,64,-431.720006234901,9.60039682189892,12.9704646624264,15.4195832671326,13.5172819542948
77,29,163,-467.609792608235,13.6746128127385,13.0123620891193,13.0132487368481,15.5133981285291
68,34,138,-574.461996213386,18.5003999267442,14.0653827453954,11.7235452138859,13.9044039412233
