"lambda","lam.ci.l","lam.ci.u","loglik","rho1","rho2","rho3","rho4"
10,2,27,-652.900341875885,18.2797911692434,13.0762653189055,13.3494941230241,12.928767180457
8,2,16,-653.44103174651,12.5155460049798,13.7119181829946,12.3814456334253,14.5072268265257
6,2,13,-680.593215897338,14.9209209434835,14.7090347274012,11.4122370561081,13.3486878002943
11,5,18,-673.618641319895,15.4523491749397,12.1008524148661,14.6068736385392,13.3557169185002
6,2,11,-444.751461247809,15.1168636780793,14.2971465571477,12.0524026286011,13.829281477017
11,5,19,-724.538025297051,12.9278455572355,15.857040255573,11.7797771401112,14.5137726106644
8,3,14,-580.438337031548,12.6981332396104,15.7436800232103,11.3118285769468,14.2152812318824
19,9,30,-583.849789386841,14.4340477556491,17.6747477944997,11.365137365217,12.7754914564594
10,3,20,-921.815994836327,13.3123418023359,14.8347041564518,13.1891052791006,13.720626000744
11,5,20,-502.396445604152,14.327766831556,14.2833402417062,10.7380288066276,13.0349944437955
11,5,19,-583.504796070864,11.0582418154402,13.2755760920552,14.1727196618707,12.2940117782633
8,2,17,-596.750803130529,13.8311020349619,11.1062595149541,14.070055611493,11.1584867060489
6,2,13,-534.378504012824,11.6299099666713,14.6683520581226,13.7921035876362,11.646934832345
16,6,31,-759.184322466341,12.9892373509846,14.9477331337811,14.1288546029417,13.8953840734748
10,6,17,-609.032137355424,12.1721072169027,15.0654939451589,13.5669587061671,14.1370085908714
15,10,22,-488.410024283098,11.435481889797,14.6926775755883,13.6887281895659,15.6319558481697
4,0,9,-547.760617262152,11.2456186484298,14.8444214369851,12.8547348221301,13.9203018371788
11,4,21,-821.835759231689,12.6086211384336,15.22078746833,13.7738224962366,13.0905165717802
6,2,12,-802.930742063632,14.7965198117205,15.7338238521368,14.5619494362046,15.1481631758596
6,0,16,-451.944147635825,13.9482891282674,9.34437332817727,13.5214780664929,12.4885052482636
10,3,20,-824.609334099286,15.3474309105356,14.5038538787039,14.9521226583387,14.601856264621
13,0,28,-466.391717935051,12.883073015968,13.1564980913796,11.2336192296024,9.61215244331023
6,0,15,-536.046323276393,12.5693694742802,13.6375089875216,11.9744307372222,11.9697866334756
11,4,22,-606.084243808846,13.8749527020138,10.6614748966999,12.8329721341322,13.1332562828017
7,4,11,-578.268332222023,15.8711624627969,13.6249040197394,13.3636474161892,14.1536828767357
14,10,18,-95.0993953024556,11.3714095121893,15.0619190609844,11.8309517196399,14.6949578947082
7,3,14,-734.561327280677,13.5375463390941,13.2996461924731,10.6341692846772,14.7170748943198
7,1,18,-836.909607202073,12.4486509208023,15.434716780878,14.2160679680274,15.4581544653636
10,4,17,-778.671688859359,14.5356747134883,12.5874056754136,12.1657653595796,15.5678971596175
6,2,13,-447.986541638534,11.086748581668,12.7579683672795,11.6326623768302,14.9334354257284
7,2,14,-522.940848971699,11.0626088162105,20.1364615069166,13.2432960923201,12.3701824244347
9,6,13,-343.171707169454,11.3836448908949,14.2693252116531,14.6878668069876,14.6198542108907
6,0,14,-539.772836510148,14.3508812494118,12.530067444784,11.2844472719837,14.0600640163408
15,5,28,-467.802363926478,13.6042131346511,15.1805051548367,12.8867202547315,12.6354983865608
11,2,31,-670.026596061054,11.4685039934523,12.8424808784804,13.7328871602936,15.1566204629024
13,8,19,-285.875679277715,18.696068658924,10.1680288902994,13.7934525715659,16.9837120228294
27,11,45,-475.661247994925,12.7436486261402,14.1544690398834,11.0075002782358,11.7019771940711
9,4,17,-542.396828504685,13.722319584683,12.0912440460852,12.5948957269747,12.5078855806977
10,5,17,-497.999857455954,12.9103239864765,14.2155514147076,11.3608045310497,15.7155974304699
5,0,10,-681.162227498487,11.1499378210793,13.9057561327433,14.4434895636403,11.4973956967285
12,5,22,-648.964047257343,14.5758141378817,14.291650009841,13.1285705516885,15.4284097245831
8,3,14,-729.571275583171,14.1144018661579,14.1679737170699,12.6571633433551,15.3804151300847
11,5,18,-1015.43517004904,14.3206235234327,14.4091115434366,11.0258193558387,14.7178448276062
6,0,16,-574.768612831481,14.1077659255492,12.1763482162993,14.8381925970349,16.9431549438442
15,4,35,-597.706862013748,13.9513596757792,10.852730441688,12.4662827855852,13.0058661130539
10,0,28,-543.845550564042,12.3837323865614,12.8344788551313,11.9033220532004,11.4946973228026
6,4,10,-511.857830035363,15.2699300629067,14.796080730217,15.5115992210005,13.0444037568148
12,5,22,-559.256813231811,13.9254783106941,13.5502683124973,13.4350669859228,14.1285094479503
11,5,22,-606.236048357198,15.1335797164835,10.6856656588946,13.0365387791082,13.8460484504423
3,0,13,-482.206907881724,14.8903252878047,11.0775905417885,12.6350125662677,13.5269592715716
9,5,15,-610.543930548331,16.4509227962886,14.6964990642069,13.6842227481576,14.7982727201913
12,6,19,-451.864083351474,15.3963914295069,12.4688809774868,13.5267188694812,13.0743265302309
4,0,24,-480.79416989478,12.5511013865712,12.3048143013576,10.3739250737144,13.4377496872169
8,3,14,-820.304657991138,13.6936106166049,15.1633466738568,14.2104053585606,14.4709578536265
19,5,38,-442.780211638112,14.6159520219849,16.7395189329479,12.0718316145678,11.8348976536517
12,3,28,-725.126235556197,14.2243349738639,10.3947669856603,12.5869993248329,15.9712260263449
8,3,17,-670.623831471852,11.6421260090917,13.1058686617097,13.0712112394958,13.805636745855
13,6,24,-677.391510448173,14.1350344471576,17.1598107388436,12.2107966076122,14.4616772868286
10,4,17,-635.034374293271,13.9714756864957,14.5433380820592,12.083177414078,14.150311300497
18,8,32,-599.325113110382,13.4872643661575,12.8186979125667,13.1009840144528,14.2761293177099
7,2,16,-624.206636824454,11.3742388324251,13.6500053124345,9.5852827622928,12.1116763616247
13,5,26,-744.984822166014,15.6653643725124,13.6941245507844,14.8176422788136,12.6496269487277
9,3,17,-688.14094582258,14.2056324690399,13.2165320118407,13.3848197690196,12.7813014774789
15,5,29,-820.565712171269,13.1845117709525,13.963293191935,14.185432162778,15.6457914723979
10,5,17,-792.463160967585,15.2504422067178,14.206567712085,13.3145256584686,17.369034183642
15,9,24,-442.543640361309,12.1358840548197,14.4858102353804,13.2046557195686,11.9853994172525
10,3,22,-725.294411937332,12.0694735767084,13.1404105262981,13.4248298638635,14.0628990251907
5,0,11,-621.986081394248,11.546469828294,12.2510555062784,11.8739405263674,13.5964664443735
12,6,21,-400.364594777574,10.397842276394,13.9155564720978,12.9730142754427,16.5567030586502
8,5,11,-37.8618123601517,17.2497359204094,14.6324793630528,11.4182774361377,14.3755038934836
6,0,17,-838.090958845719,13.7982770935576,16.0897147285265,14.1865733542608,16.1260744426589
12,4,21,-619.406114027181,14.0080951528816,16.4969611653479,12.0602426369745,16.3215255084251
11,3,21,-572.253789505384,11.6281396024947,12.7632998554356,14.2388917845763,12.5307396244481
12,3,26,-686.137608672934,12.7461662595082,13.7686153667592,11.5980631561842,12.9351959519614
3,0,9,-434.896375079457,13.7718211022128,12.4057918056851,12.7647623867067,15.0377875335034
21,8,35,-647.043003986877,14.1598128888144,14.7921840956451,13.336140319327,13.3388860289974
10,6,16,-376.020110105893,10.9282466983753,14.0705541000991,13.1820650554752,16.0940116404667
10,5,15,-361.033555473824,13.5269819907792,10.9011251934107,13.1432991303225,11.2509039145825
15,6,25,-536.483720691494,13.8678788758372,14.8331978825347,13.1346961756144,16.2068501939565
9,3,17,-705.10800625997,10.5688771904053,13.4879463510477,13.0971304243427,13.4022733419942
9,4,18,-427.198416007061,14.0258650384581,11.2655266289928,10.7516314481716,13.3279246345283
12,6,21,-1019.64226108072,13.9666074995662,13.3973609176523,14.8880205503081,12.9358825297357
14,8,23,-872.299506325368,14.6263886320146,13.8539811999513,15.8456074505747,15.0376419072613
9,3,20,-740.165359422614,13.7519385982362,15.3223971812934,11.6324192140552,15.8920170580827
7,0,18,-548.408777452226,13.1656742121475,15.5985515635032,12.8670865900478,11.0999063902204
10,6,16,-753.302971952368,15.0336832999852,14.5698246960594,13.3254559261381,13.8937603979871
8,4,14,-917.813350313425,15.1066512091687,15.0988868773839,14.6758578344185,15.2670867368964
10,5,18,-689.883592081239,11.7135315480234,15.9111203786896,12.8734982114892,14.7717564503259
8,3,16,-474.828554743969,12.5400586556901,16.3724009500056,12.1509486378616,14.3861564852775
9,4,16,-676.353161152307,13.9022378722737,13.4582194235899,12.5366148788231,14.3068224252581
12,3,26,-670.128884593435,12.9947315201969,15.7176831162133,13.9645428629555,15.7998874814113
9,3,16,-486.256443376355,12.5740882424573,14.2621735688352,13.7387474925512,16.6481304987323
12,3,24,-484.854796210613,13.173089896588,14.4464233425771,11.0927434389192,13.2703181050954
11,4,25,-641.363954067111,14.7917026991583,13.6830258716663,12.6593447027237,15.3385544534927
12,7,19,-518.755327038521,14.1624278812853,14.1337429038568,11.683788875565,14.4034439149591
10,3,19,-692.753586849185,14.4939308238147,14.4458877225612,13.5166475834002,13.0341037745463
14,8,22,-605.053425224723,12.579381379269,14.9726770300708,14.6615005671741,15.7295964437883
20,5,45,-417.190926967471,16.453195578601,11.6153130474571,13.1996753670557,13.7402969980164
10,6,16,-640.746817068365,14.9578969853667,13.4719652455018,14.0797890239488,14.8703268517504
5,0,13,-404.413158950288,12.8291711093017,11.4122994640746,15.0976025406968,10.6479296557082
10,5,15,-577.598321871365,11.5965172553773,14.3731570077714,11.8751937141996,14.4841312844459
14,5,29,-574.571983233669,12.1673066847676,13.6489688500339,15.7210194666371,14.3406998554577
9,4,16,-427.955304487239,13.0983501919477,14.3219503292119,11.9509340626826,15.2764948476113
6,1,15,-583.643272735375,13.0747422050448,17.1737975633569,13.198107592179,14.8055100709328
6,3,10,-516.886639450817,13.8260178756619,12.7349023981811,11.8749360225168,15.279348509928
10,1,20,-495.789917455081,12.3913008612885,17.2280228747708,11.842648155193,13.0571028075172
9,2,19,-572.048241054174,11.6852023068223,13.0395572539629,12.8077754603675,12.9911595065576
12,6,19,-446.205138701345,13.595323639501,15.100525746034,12.5375994810685,14.5524987658793
9,0,31,-645.219154456523,12.778962464249,11.8752242717688,13.6656753220453,14.1413478773637
8,2,17,-702.311584591049,13.0440789272544,15.5451077875366,13.8483331497381,13.697256983942
11,5,18,-717.917964226189,12.9188690541962,17.5354444495378,14.8901522373997,15.1632336587297
9,2,19,-753.375764235968,13.5649435994991,14.1652049382804,12.5745517038281,14.0713335954549
9,3,19,-500.980639308687,14.298553089617,9.5835229129124,10.8414696112385,12.6962023939734
11,5,18,-728.173548659264,11.9640586672572,14.9561687231617,12.3732629003637,13.5549446551631
7,2,20,-592.37414193762,10.950452837593,14.2810086704686,17.0715239115718,13.8022466289262
9,4,15,-625.19505026521,13.6303176675288,15.4920951204437,15.0455273960837,15.4378605677055
12,7,18,-609.904074325798,14.2202930446821,14.4951853545622,13.6087858149824,15.4088769799413
10,3,22,-631.03521644545,18.9255254856412,12.6491961513518,12.2403350660572,13.8564672576597
10,5,15,-505.605920452943,11.5950597689166,13.9383412440831,13.6650226117937,15.2210384766387
11,1,33,-493.728180823181,11.2318137350051,13.8424199395484,11.4573282325838,11.6185423424005
8,2,16,-623.346658791118,12.0232105063843,15.4823352454914,13.6208070958219,13.0278679325523
18,6,40,-792.686486343009,13.7718344577649,16.670654236775,12.8698074316833,13.8531775939908
13,8,20,-586.982609888414,13.4415885747663,15.9464761406263,10.9149882599365,15.3413392687622
10,3,22,-544.845247477283,11.3596462006561,13.6044426082899,13.8694070000201,14.9737022046956
13,7,20,-838.207360970557,13.1367622523575,12.8584204365712,14.7068953703472,14.9736211563377
9,5,14,-317.315214983342,14.1985303124823,12.7432119981029,12.0080771249001,12.6693620675244
10,4,19,-629.355311367127,11.3823292768731,14.9001798042879,14.4402647068672,14.9810861841699
10,3,25,-478.101062525287,10.9513818660704,11.2638996946579,11.849040702751,14.4994703179188
5,2,10,-351.809386387667,13.8148690987835,13.3939213743994,13.3228259056353,12.2929730885386
18,11,28,-355.634269767915,13.0116653898363,15.1852284486229,13.0689901456213,14.8194590526348
11,7,15,-310.76510728358,13.72869900793,15.4368240025655,14.9149339276825,14.4679925255426
15,9,22,-665.968621544283,12.3051314398591,15.8677824825693,11.6506063688181,15.0717709953332
8,2,20,-541.420806791879,13.617769930252,14.0527474789431,11.1732526939693,12.6970893480808
14,8,23,-660.346872988934,12.731685897521,15.2911871108762,13.5196828586039,12.0721485086313
21,9,38,-416.36287324894,14.2769954445054,12.2753212095302,13.4811196304329,12.9022799513001
10,6,14,-613.289596691983,14.8824117576744,13.5241116581204,16.1903704245002,14.7366406353354
14,6,25,-775.95457911058,14.414541441763,13.3242116895872,13.4937223344583,12.9391606495718
11,5,20,-661.840657871331,14.3346690074698,12.3222682771858,13.2040139043059,16.1201397002005
10,5,17,-1070.04991389923,13.8461789127749,15.0960069550485,13.284500397675,14.744260727145
12,3,23,-609.598401117378,14.6952157389546,12.66463369927,10.9221246286379,12.5222869102659
13,6,23,-822.346718649961,13.4089353267137,13.5205086272016,12.9514630606025,13.6659318731398
8,5,13,-597.33517083263,11.8485908167479,13.6919430301297,12.5135522267901,15.3920230130342
6,1,11,-741.382149029136,14.7768633538596,13.2615173262413,13.3902091110541,15.8772778622712
10,2,22,-419.403872034188,13.9312782091639,12.4737110949819,12.3347513485874,13.5668313450214
13,4,28,-403.609345015007,10.7810334295455,13.3375935901938,13.6526006953038,13.594486349195
9,4,18,-646.243261945282,18.253924237879,19.3102792858345,11.9978833183167,14.4286714724449
8,4,14,-577.072530056974,14.2695189116997,13.9398619674329,13.1996699614924,16.0398105376452
14,8,20,-465.302767016152,16.6476660690484,14.5552192027028,14.1116680105998,12.3846123651031
9,4,19,-606.760886964545,13.4626822088627,12.1048742213603,14.1713363743843,12.7159458327907
8,0,24,-685.986309170298,14.9412130573322,14.0818684276366,11.1930948726669,14.4808991815104
5,0,17,-528.703320676741,13.4349231105973,13.942463468095,14.7717792064474,10.450239095171
8,1,20,-506.374359295677,10.8904377438027,12.2031819945851,13.5810996317854,11.8405862632567
9,3,17,-708.501601740191,13.35415887596,14.0561698204979,13.942939369238,15.2524726796945
10,6,16,-457.183923086723,11.1489509597027,13.3059358252853,14.4433040408016,14.7125940082249
22,9,35,-489.116996421916,12.5616654598806,16.43032851589,16.1379958591411,16.0709717373714
11,6,19,-808.784887467314,12.3136307884781,14.4765111865538,14.0447548793276,14.7515061605614
13,6,26,-651.050880881067,13.1570403306545,10.3531774848304,14.3369668456494,13.9344732062713
8,2,16,-615.224355878632,13.8627058842824,11.7761648464085,15.0016916031745,13.809758908134
12,6,21,-816.741892265693,14.9356886843798,14.1317928692243,14.1996084182091,15.0666286193873
15,6,27,-606.832570909972,11.0219186831385,13.6041857801695,14.2103459832763,14.3289012266884
12,3,26,-526.979278543568,13.7908530587268,13.7103290019109,13.2139354628703,10.9571447434187
6,0,13,-614.084836409841,13.9996540439581,14.1536792664576,12.6148504746798,13.5737548374102
22,5,37,-296.55608965774,11.0355558193511,13.0876862108344,11.8695120115107,15.4320736458974
10,5,18,-687.232981219686,13.6798781560879,14.6199976892492,12.7372051637902,13.206988622935
12,8,18,-435.938130619616,12.1360036370336,14.9400911304555,11.1077134430699,14.7584506028673
10,4,20,-525.242833790802,11.7946581734862,13.5768800412598,11.4135754270951,11.649164328187
10,6,15,-430.824430386874,13.8825345284538,15.4729813172363,11.0085753391817,15.2087335969025
13,7,20,-665.169032195708,13.7391567270055,13.8080648282393,13.2290840572566,13.6440552811305
8,3,14,-614.48984592332,14.8826800802335,13.519610070899,14.8082218159931,11.0445083520884
9,5,15,-559.551198860715,12.1469009016149,15.4742885980904,13.2973341029075,13.9551783773497
12,3,23,-525.767138292213,10.6628709323343,15.4163387782938,11.5081833496243,14.7623563976574
12,6,21,-512.527982296217,14.5801871710686,14.8390427227507,11.0049778365291,13.3919594319865
16,9,26,-481.620279308086,15.111054680762,14.4336178445819,11.8227768451117,12.0952269416115
12,5,21,-903.008423415641,15.1542569957212,13.3480678038871,14.5548662263453,13.911077189653
8,3,16,-627.797910883966,13.1848660341715,14.2015406665779,14.511662433219,11.3713815921102
10,4,17,-490.077085776454,11.8361589953652,13.7728716520076,12.7188815742857,15.1995802603784
11,5,19,-650.7354299056,13.9276967354321,15.1758708479671,14.3867536727137,11.3440767324002
8,3,16,-637.463564315793,15.7340307600898,15.0092656039135,11.6176232516958,16.3760251069706
8,4,14,-712.850230313966,13.1613930990583,15.7070982053739,11.7091197254767,15.98087584536
8,3,14,-672.637509003201,15.9921178388144,16.4216448533001,11.4400437740845,13.8439095337167
10,6,15,-326.88129221911,11.2540259309135,15.1259372467527,13.4589486770778,14.9679814464988
3,0,10,-587.318644011666,12.9436388792216,12.3783051659417,11.8916666132181,14.2964069402206
9,6,14,-648.508015696373,13.676841938693,15.1971718913182,16.0343871664266,15.4216393271446
9,2,19,-445.217541899231,12.0026967237875,13.3577169708481,12.2004189805021,13.7313166911929
9,4,16,-600.04344220178,11.7506122996117,15.8862524385834,12.9899428092036,16.4717073229494
13,7,21,-622.809398944438,12.1374855938925,13.8385885647027,13.5366498176831,15.2595229199191
8,3,15,-578.091629932078,11.5235403806079,15.2538920531838,14.9013197173066,14.3257548890663
5,0,11,-438.905688687364,15.2765676742358,13.1138797181709,8.84925176120092,15.2469644048563
10,4,18,-425.99914884301,14.0210791447787,14.3667108316075,15.0028841126024,15.0066457875025
14,8,22,-746.320938620635,13.0851716452819,12.8485662356567,12.4017186326998,12.8102691280776
8,3,16,-615.478357569959,13.3284986084597,10.0687610844986,12.9846172103231,9.92303228618648
7,3,13,-437.976990917176,12.5264996066707,13.4809870416231,16.2126053689877,10.9308478758447
11,6,18,-575.996589145312,14.4874334651496,14.4075927555544,12.4973222237454,14.3888457583222
10,5,16,-669.649456481097,13.977673490684,13.3370857010748,15.2759535161585,15.5455874871505
9,4,17,-713.868940564181,13.2697847183203,14.7613478688162,13.7853338790824,14.2002755301658
14,7,25,-749.587432252851,12.4907916571181,14.3513639344138,13.9945764405371,10.9206601420384
6,0,13,-645.391791921224,14.5040691974425,13.0990687235901,13.3823029067163,13.4350652653418
11,5,21,-440.094290670128,12.8752447299316,12.9055578242867,14.9877689765938,17.6274203617475
12,7,19,-916.862265069805,15.092492893344,14.4134013009525,13.5437486354463,14.8198225074863
8,3,15,-437.691192401268,12.9526282952819,14.0158324403861,14.1063536012187,13.5270545210707
14,8,22,-646.920595335702,11.5549019290022,14.783472306811,14.3203518836708,13.0086273711166
8,3,15,-454.044330168267,14.3867906452194,13.7447309834227,11.7671284589616,14.7671423467902
12,5,22,-641.185428005086,11.7173337065777,14.5934907593805,11.029244228802,14.3254386780885
9,1,19,-558.680028957731,14.8522929942976,14.2570160337689,13.6012480475696,12.5260309939017
2,0,8,-410.337630598639,10.3883753110203,13.8243502116201,12.5020919077659,14.4465967145852
16,6,31,-426.167973348809,10.915127669475,14.8179098954121,11.965741246176,14.057508758616
12,6,22,-610.632150092599,11.3642880306877,15.9058203771885,12.1155903763089,15.2867219467005
11,0,32,-795.578647819489,11.6800383812318,14.7915446707716,14.0488328961921,14.5079265053803
7,3,14,-560.456831846223,15.1040961112304,12.2780886734962,13.6256008547815,14.6347237447325
6,2,12,-743.446559226414,14.9696014890056,13.9488431258015,14.3130176014549,12.6392568318722
10,2,18,-519.988247718399,14.1792230203153,11.7899567940442,12.8462591566897,12.7009135199012
6,2,11,-505.731731737458,14.2491301714143,13.7233519056092,14.1560813177856,14.2322252294133
8,0,22,-581.892073186262,14.625236669881,11.3007935336663,13.5969249207496,13.03726768678
10,3,20,-651.070726788133,11.2688889538942,13.0852822744643,13.6350532594401,15.0996358189749
11,6,19,-777.666364930681,14.190786614885,15.6353801529104,11.9690265500271,15.0299426588407
9,4,16,-849.891796092399,14.7000823150324,14.5570015466821,15.1391965085203,15.6804183472978
10,5,18,-538.262918879235,14.9606965631333,13.8243791636506,15.8542504009561,12.1307448648429
16,6,33,-534.463603221126,13.7246077195814,13.1255971735028,13.347569290965,13.224020289425
15,8,25,-604.07705405961,13.7732128127668,14.0159934906876,14.3002857423126,9.56629636130674
11,6,19,-722.758702383113,14.3178024765924,14.7359039269811,12.7635102792918,12.588736924231
14,6,26,-719.742739251527,11.4753193631488,18.0126670524029,12.2308029682229,14.8121159009344
17,9,27,-595.447702792133,9.82557154463769,13.0618709633053,14.3520314598689,13.4402879393765
7,0,16,-569.803441664035,12.1454652413047,13.8233451321392,12.0420404296529,13.1627977127806
9,3,20,-430.16902288137,13.2824776720591,12.9217983541069,13.2191687552365,14.6705065403237
5,0,13,-476.36347517498,13.8474738619597,13.8464490264101,12.8339130324058,9.53741235827342
7,3,13,-776.822589956424,14.0050393136391,14.7336986046524,11.3773594926279,14.2973537351811
9,3,16,-477.265532347598,15.214974666425,13.5445693980423,14.3665783993003,19.5953994824087
20,9,42,-485.197948905102,13.3625200232763,13.7015608884774,11.1885341489623,15.378665661678
11,2,20,-482.426594294019,10.9561601499274,13.5316345695718,14.0562071574152,14.8776862685879
8,0,22,-498.644699877731,12.7846216205279,15.1123412645451,10.2439989547564,12.656732758507
7,4,12,-329.942114838488,13.4740234068095,16.6811544216344,13.4221467503064,13.3492897278235
9,4,15,-812.461686349266,14.4702718129584,13.4640909865592,10.5674333830005,16.0319785156485
16,9,26,-604.099688738587,13.8851145636634,15.0123900959149,13.5660593362491,14.0873087559345
13,8,20,-720.178189565262,14.4470656899828,14.7327673206431,11.5266974600672,14.8359051444667
12,3,25,-621.185997722155,13.3834031460635,11.1109777157609,11.9916577680558,17.0920686384129
10,5,16,-769.954920214,15.2135910139996,15.3968169248063,14.8438725326656,14.6662461822569
14,8,22,-674.977974320082,15.2309335767357,12.846063557867,14.0475326838131,11.4784487469908
9,4,16,-440.500227969867,15.946950223039,11.7177863853402,13.9345427828189,13.7103029885327
10,6,15,-572.654896718704,12.5539115652038,13.9257034749948,12.1855156663928,11.4048006117707
15,8,25,-514.638923583857,12.0930095089967,14.4753403057937,13.7306055066841,13.8125278067021
13,7,20,-452.478512243931,11.2814953673435,14.7911092459781,14.1466041351628,14.6640340732988
7,2,13,-730.25684099539,17.4793540673992,13.4288562055022,13.4990200525248,12.2054529418171
8,5,12,-552.331595433797,13.3667426122264,14.9502706989352,15.0607735138346,15.9565488365576
10,5,17,-839.953804884087,14.9931458680976,14.5112588942233,12.6578531978786,15.0332061192973
10,4,18,-728.461894086592,14.9735841054044,14.6175222067023,13.4149264800854,14.0551995390562
4,0,14,-564.632169307667,11.4744434709802,12.8007124064829,12.5796780771481,13.588177987789
14,3,34,-569.83156338907,11.344606052244,14.7005995325408,13.9291464924115,12.9989396269567
10,3,21,-451.95695459732,11.5203054476693,13.1865039624934,14.5630897036476,12.273702192365
13,7,20,-658.407164184572,14.0720571491766,14.2649120798353,13.4742350833517,15.1647257359926
6,0,13,-520.098131609971,14.0451693171293,10.967705706571,13.0675432303747,13.9630722733217
12,5,23,-733.695253360871,16.221274698514,15.0287241266069,12.6408890436085,13.5799056714164
10,3,21,-582.249770326596,13.6583733859294,14.7184254241055,11.7324569769519,11.196573198019
6,1,15,-496.765128184217,10.2818124859557,13.1907551501906,10.1948569408444,13.6483784701494
8,4,13,-483.663919113025,14.384086603964,16.3261401197543,13.8399382276764,16.3905861899752
9,4,14,-546.337579551946,13.884950376254,13.8151222379042,14.9021682860749,12.7772635282601
9,5,15,-604.656523507602,12.1691068565291,15.3133541536557,13.6314784279234,14.256721095607
10,5,16,-777.260818731642,16.4115061444427,14.7847900015677,14.4267408880795,16.1240757125115
13,6,24,-620.237843019579,14.0333505486896,12.6631638663533,12.5529678292193,11.4916322404753
9,4,15,-564.644719943083,10.9898393702387,10.3482864330011,13.5470979579434,14.5875487409187
8,3,14,-832.907437925325,15.0176875148317,15.8605361687195,14.7763334152769,14.8761300525105
7,2,12,-1120.05555572888,13.11637654285,17.2621309713162,14.5898291527219,15.3791156673192
9,2,18,-413.558241330446,13.5314084323699,14.2535645348811,9.97190087289134,13.3932483362447
11,5,20,-595.497374329487,14.151936624513,14.796314176056,12.8608022986983,12.6272458368071
5,0,13,-509.699925895204,10.7069966596162,12.7057257101684,13.7216639538814,14.2921212317239
9,5,16,-579.233715820003,11.2621540194378,16.0149677075185,17.1074074518677,14.2339248002269
9,6,12,-550.518531970471,14.2714201242475,17.4969950106932,12.408306713004,13.473568162927
11,4,21,-684.896449409219,10.1557469405393,12.8630840186371,12.6396145030902,15.5279399394462
8,2,16,-762.220859822149,10.9852571460543,14.0649382578641,12.8408006207883,14.356470110951
10,5,17,-750.230519011581,18.1796500704798,15.7227933340364,13.5894316373318,11.6690879433793
8,3,13,-569.475916798469,13.7044108615352,13.1442395476915,16.1147793115334,15.4819664055572
11,3,22,-717.986322075991,13.3405940385717,13.6261788625812,14.0451766163952,13.4851152587043
9,4,16,-490.096823514656,14.4210646934898,12.2705260868599,11.6673579475547,11.7885706286146
11,2,23,-458.351118703508,13.8666141550219,12.0016762183985,12.084147741768,15.0822765504899
14,8,23,-542.240998996191,11.4239805244599,17.0448528468922,11.9035633624036,12.8763449211771
7,0,18,-739.294653497052,9.84468845829945,12.50776320345,14.1267729550095,13.0576097413848
11,7,16,-470.529020987648,14.8078627377395,13.3169196239033,16.4882912578723,15.7810527606427
5,2,10,-561.929751223677,13.2776101490467,11.0402806866986,14.3969411272071,13.285337207724
6,2,13,-522.155952275704,12.4565070323497,13.1082739644068,12.3762305085427,11.7749538600047
12,3,24,-688.963603336389,14.3265696237666,12.0447100744058,15.170181523578,13.7375478143085
4,0,13,-496.064099205388,10.9360859336085,14.8375177847507,11.4664177086174,14.4733298711036
10,3,23,-562.624473243953,14.7873662148279,9.88536836719521,13.3235429382978,10.9048194121148
17,2,37,-647.617089498987,15.2829386558391,13.4541201998885,12.5374767357784,14.7815461386952
14,5,24,-478.930909611558,10.7209486984801,13.463431386023,12.0472099833854,15.6587798031671
11,5,19,-462.552252500963,12.1161224354861,14.3037798750279,12.44391815125,12.2400076628348
10,5,17,-586.707814661405,14.8166177250111,15.9642443131382,13.5860160413765,15.1198623729989
9,4,15,-570.825211633897,14.5965999435131,13.7374001281725,12.4710918424607,15.8852690894195
7,1,14,-739.364944727663,12.0262256080207,14.3967833411316,11.0729343881481,14.1335596032578
10,5,17,-699.157117337922,15.0524047225947,14.7234514032306,13.9060228763645,18.5821645027757
16,7,26,-872.843360340456,13.3161698446619,17.6808703983891,11.8812254715317,13.9741817320551
8,4,15,-647.511341648285,12.5728539810195,12.554648417054,13.0127651125598,13.3992631162035
11,5,19,-955.349394243526,17.3234324335834,14.2592431020571,13.6488626459683,15.6718566241025
7,0,15,-586.55190842118,13.8015778698184,10.933171377876,10.6729980394524,12.535773282214
9,4,14,-576.618343917005,15.2080248337674,16.013073199526,13.1413902390384,12.9853928310554
13,2,27,-497.212471993507,11.8845768353454,13.976411291717,14.0024824523497,13.1357239708847
19,5,42,-864.638951222947,12.0567158560806,12.9637409154493,10.1969173452576,12.4629613907773
6,2,13,-760.646378656852,11.2846398626567,13.2601834669843,14.8781966814726,13.2824929784938
11,6,18,-530.726421570471,14.0505762759049,14.334488226749,15.8474636497851,16.1226625529167
9,5,14,-459.906009011962,14.143231142493,15.1032077922442,13.9809910471707,15.6960931686619
9,3,17,-650.009070794332,12.2474748147976,13.2267397685118,12.3950126699144,12.0369890829923
11,7,15,-515.910547364842,13.9417969961916,15.9429490555386,11.897801977954,14.0685521838617
12,5,23,-678.342655347865,13.4234166809554,15.8562378769307,13.8391184500571,12.1736402076559
6,0,12,-491.175184913594,13.0259430486808,11.7949565611603,14.8060930468861,15.4558801739249
4,0,15,-618.41620635338,13.5570349163273,12.649854840979,11.7884165759812,13.0064733270528
8,3,15,-856.609237391581,15.0022775235843,14.6933453604597,15.9233546704273,14.3066081401574
12,3,30,-725.587791183288,10.1060922522744,12.8959167394812,12.8364576915543,14.5901232902802
