"model","lambda","lam.ci.l","lam.ci.u","loglik","rho1","rho2","rho3","rho4"
"Ea",27,17,38,-419.530144105768,15.274540928367,14.6576097147845,13.1941071370043,12.4442922032448
"Ea",64,29,147,-477.754118985616,19.2409788848416,13.5153961991139,13.8729375140073,14.0290867583781
"Ea",11,0,94,-358.791024036577,13.0409621214929,12.2356176588043,10.5124564874796,10.8771054544844
"Ea",47,28,74,-454.009178424295,16.8356542589523,14.7797561481357,11.8519002587166,12.344956992084
"Ea",40,19,71,-650.61454262317,15.4116265617533,10.9920515758456,13.4233888501445,13.9546168689199
"Ea",24,10,47,-590.549808470425,12.1767191447273,11.5844252516341,14.2651447701463,12.6014537892199
"Ea",30,14,59,-760.585330197535,16.4165993437656,13.2786422117443,11.2130848926745,10.7159631951129
"Ea",40,23,65,-277.298310229085,15.4834249128816,14.5289182161432,13.4421841112288,12.8983076432653
"Ea",30,13,66,-575.171609774681,12.9186580125724,15.3757933195573,12.2259799423953,15.475893239995
"Ea",47,24,85,-544.456109479395,17.0094444624914,19.1853233223735,12.8801461124005,12.9530828607038
"Ea",34,20,55,-578.742525051557,12.1834837891346,15.3985818378789,15.4662254836293,14.0114403599261
"Ea",52,30,90,-317.886213086077,12.9461932063843,14.7951698313527,12.4481521933173,10.4457577920568
"Ea",72,35,143,-356.359288688977,16.6383748072946,17.3207643508057,12.0585081805646,11.08734009601
"Ea",26,13,44,-484.01884804066,14.2478866782176,16.5490222428777,10.3859475858091,11.4289875704295
"Ea",41,16,79,-469.26258679512,16.0769106106712,20.2562750463486,13.1396752788763,9.1423222163148
"Ea",35,12,66,-499.79078263454,15.1167589898346,14.2062828300058,11.4999018521762,12.1306526123537
"Ea",16,5,38,-550.711221159395,12.6219602243086,15.0652160857834,14.3727932023227,13.7266826142733
"Ea",29,18,47,-500.268363082719,11.7057222109168,20.3675195063815,12.9876494321733,15.3172735978024
"Ea",38,19,61,-826.047425710862,12.1743598671923,15.1395427545686,12.8619646562045,15.8738265757091
"Ea",40,20,91,-515.845492278275,14.1599469641876,10.9545935350652,12.1704355580203,13.3287823434415
"Ea",30,12,62,-301.98022878726,9.68996165856506,12.8697186051394,13.5231217896563,12.8992802239689
"Ea",49,31,75,-440.402143413475,15.700241290798,15.0047200742619,13.6399846890826,12.4460776013034
"Ea",44,23,80,-484.105548284765,13.529698308944,14.6735299744222,11.7503817542211,17.3764997406705
"Ea",62,21,154,-423.158427888032,16.3945919254127,12.3466868236065,14.3657539422392,16.0502570261061
"Ea",26,16,39,-613.222216217941,15.8125641190318,12.1802413275097,11.0239797482055,17.2487129281869
"Ea",42,22,69,-629.935490430743,14.184760650948,14.6015980502474,12.8531224564853,15.9770613171174
"Ea",15,0,46,-423.517533843363,14.3237349895284,11.6425345919026,9.81075822917873,12.3221773672829
"Ea",35,15,66,-574.487968957623,16.9062894437041,14.0168216823224,12.8138887461583,15.0795659649823
"Ea",38,25,56,-424.013214751785,13.404900269576,20.0661699147339,13.4355875162661,14.4727209225692
"Ea",29,19,42,-389.471674280824,14.9523181750197,14.2961735893178,13.5108377556232,11.6146724321789
"Ea",23,4,69,-667.060285242579,14.9549318320467,12.8920030219957,10.9260066615556,15.565677807111
"Ea",49,24,87,-406.214340091269,13.8107850637077,14.8708965259342,10.559375600841,10.8268378784812
"Ea",33,20,57,-611.672283945009,12.9567091242857,9.72493353302805,14.9941772239702,16.0628455714529
"Ea",44,24,79,-752.439458062442,15.3747505436952,15.7626684204479,14.0737226256904,12.9595411799365
"Ea",28,14,54,-540.855698123074,13.7796583485749,16.7594748466139,11.2861158789393,15.4174523287048
"Ea",34,18,61,-422.392630153399,15.5251178741935,12.4816007451753,13.1552533006141,17.7271985209309
"Ea",63,32,118,-419.896403927493,13.8224473704561,14.0450346678839,11.9916636438434,12.6794594659884
"Ea",28,16,46,-735.267573144409,13.9808211005438,15.5143274108304,13.0352635505587,13.0633913028714
"Ea",26,11,53,-439.251748388975,11.9653216969991,16.4381599823786,12.2945077729808,16.6632026019562
"Ea",45,23,79,-512.839306915188,14.6017382492258,14.0756355743028,12.0653824028285,15.3140177462976
"Ea",38,21,65,-382.919621345642,14.9627738903505,12.4065601733949,12.401534459171,14.952712239569
"Ea",44,21,79,-393.658037678075,13.0816788572599,13.6929581451803,14.0654954266058,13.0236291605296
"Ea",73,18,200,-521.117826569594,14.8541169969201,14.4433868468558,14.4499674058767,16.5109916031087
"Ea",54,27,106,-757.680093842259,14.9487623142135,14.2531708110364,13.5294765657427,11.8607357819647
"Ea",23,13,38,-531.512733563157,12.5917419597422,14.9151045324103,13.3186202127685,13.3995460930758
"Ea",19,4,42,-541.721577245787,13.323045498646,16.1237268751355,12.1797970367311,9.8312178368023
"Ea",22,6,43,-601.057307335053,14.2313119480367,15.5055693212647,11.6168730223931,13.2501733488882
"Ea",200,88,200,-221.591311615186,112.572918623501,137.244507423325,146.466790688995,145.113767333288
"N",0,NA,NA,-725.557531826406,132.194968232439,157.72037396732,138.266981933408,120.64665293444
"Eb",66,39,125,-843.636279864418,162.976522391159,167.798095842674,156.664372533975,154.227041598884
"N",0,NA,NA,-480.513026627936,120.755281011026,96.450258576338,121.363257190459,137.743129544094
"N",0,NA,NA,-918.103684058086,128.310422974744,153.297669913659,137.482976764764,144.378866804374
"Eb",76,34,179,-564.352959338436,156.032561701661,109.594290524145,163.767427812672,126.029076684965
"N",0,NA,NA,-416.243265644082,153.799331288613,109.60771541283,103.898530777767,124.227989346068
"Ea",132,45,200,-205.132196253571,141.529280964969,117.709842896296,155.827972830114,122.659939004635
"Ea",200,99,200,-175.923278022785,126.282438626647,114.1487575942,121.731036968126,122.108423659426
"Ea",72,24,165,-463.723904979526,155.020761417236,122.199672804156,132.642115366535,131.715369709521
"Ea",200,102,200,-334.184667250446,150.668454706137,98.3648572974892,158.340868421227,110.938171728448
"N",0,NA,NA,-652.226786680856,127.335860674984,110.226078268264,159.039783454894,120.898534684494
"Eb",77,36,200,-505.167418950638,148.910590976279,155.954497805154,116.674706335912,158.126599302689
"Eb",59,28,160,-549.856803541274,160.986057860766,134.921261861077,130.490444274416,111.747328681925
"Ea",200,42,200,-350.613176496987,164.548781567915,121.61776726963,151.034195515344,134.46572057733
"Ea",162,47,200,-251.597537623323,150.651832637447,141.417532312302,124.994696696717,120.19985296115
"Eb",58,24,151,-597.388368142543,146.832425545184,121.825772636715,144.267260287401,138.632293752354
"N",0,NA,NA,-828.476395515615,107.079193898663,115.980309999629,181.486884454545,129.891801637521
"Ea",104,45,200,-468.120436908238,159.372811500121,168.842745370673,164.819885544515,142.869590412696
"Ea",41,21,76,-377.693007417232,133.673188379337,121.806729858423,137.285907655698,111.712756414663
"N",0,NA,NA,-549.453904762997,141.253296864963,160.411852936739,129.593973295447,132.255694905245
"Ea",44,19,98,-397.428610254791,125.738631690314,115.772417889282,147.804657178864,137.167386669967
"Ea",74,31,200,-366.270567079213,144.801631271548,161.409868221245,141.977685884413,140.93423280532
"N",0,NA,NA,-687.908796487296,119.086605939306,160.204238117592,133.967509658693,140.160538180968
"Ea",59,23,173,-329.180433088199,112.705836756127,169.787269008212,193.466438738623,153.61788451914
"N",0,NA,NA,-676.946796687539,141.132867335561,109.179757984154,120.548147274022,115.737362962721
"Ea",77,39,178,-765.946449853274,145.335047175863,144.037975972968,145.519198052063,122.939805966632
"Ea",106,43,200,-347.219499152685,151.173045598602,151.876391713167,175.912699629393,158.307610915611
"Ea",62,22,142,-518.412601976759,149.743916400919,111.679189371349,167.62577278579,150.449948492048
"Ea",200,69,200,-397.619563321286,127.643894486066,122.617386003655,127.848012341334,159.414455754904
"Eb",64,34,118,-531.64579583741,164.842454663265,160.201142675582,148.48070623345,145.499196848916
"Ea",43,24,70,-603.382761962518,147.249668746019,157.881258930993,223.948200615058,133.943401464561
"Ea",48,15,167,-503.535973314335,126.159617420831,138.310411098696,138.668954175954,147.296577526053
"Ea",102,38,200,-325.914501701719,161.575778847994,128.062649337467,121.170219314182,146.26877121241
"Eb",14,5,50,-412.487687475851,119.545536487369,148.10295249302,145.471006849253,148.179052979643
"N",0,NA,NA,-744.775359366251,147.179185946357,148.069741994043,121.055270346615,129.874495789033
"N",0,NA,NA,-656.571895263911,124.747575018341,122.941531282801,131.476444256879,122.35977282206
"Ea",200,112,200,-229.79495145826,158.085106593446,118.728069755082,144.137772430383,115.244288223503
"Ea",58,18,200,-304.374662612508,117.777700157993,131.039704139811,147.152945737501,118.696115836959
"Ea",53,24,136,-327.748773510027,121.77660183505,126.981496124131,141.123414315566,139.967496945004
"Eb",64,34,138,-648.949505443915,158.484215172397,176.736363374742,138.221721804358,153.294253518117
"Ea",51,20,198,-334.667380551285,137.077284271897,122.171624328432,141.339352172473,119.440666882645
"Eb",101,46,200,-575.182845722944,170.167719056248,126.391396266734,121.24224569703,145.545365701611
"Ea",83,37,200,-460.099211573148,123.837058932631,165.857683007664,122.261645878491,145.394149491177
"Eb",49,25,90,-369.968406430922,172.55932399024,169.055057028633,155.066101827531,144.36739581888
"Ea",61,34,111,-446.054009780075,156.548642357002,146.415879684806,149.90530204753,153.673088865985
"Ea",165,68,200,-313.833722129856,143.984198045484,157.049952550267,139.362182811299,145.548942048271
"N",0,NA,NA,-680.260416741121,127.397124564224,118.114277504796,131.201644223838,131.158654228538
"Ea",0,0,96,-351.147738664168,129.967641502367,121.922525263469,130.66074095559,118.126183055214
"Ea",68,28,189,-317.375173828604,141.577754466862,136.849082764106,174.665117281281,118.729665487133
"N",0,NA,NA,-709.77353101597,210.799962687787,145.003505820538,117.727434953284,110.002643512219
"Eb",56,23,146,-541.971089754217,142.793785404139,99.806039212863,144.270188579917,122.196502734903
"Ea",48,21,95,-443.033042158154,133.322150956543,138.654407514206,177.380464404159,117.36897024834
"Ea",48,22,101,-393.317052729025,160.212416000925,148.591599843486,133.42130996671,138.811935786314
"Ea",70,40,121,-645.703445330112,183.974523197403,168.899766425067,140.031887538585,138.977490352202
"Ea",200,86,200,-420.760979438061,142.71887163049,106.876523160383,133.579664815505,96.9663660684906
"Ea",200,60,200,-411.047146276635,158.429660754586,165.23942554153,148.086725761054,146.474466724645
"Ea",34,14,77,-350.384357922304,145.924019368866,119.466438616003,140.375079008564,151.235384245823
"Ea",53,24,153,-408.539052215151,136.618173982246,143.484931896479,156.487777755167,142.17217697082
"Ea",200,66,200,-419.205804455689,159.748869393956,191.260033165239,108.84056216923,126.761524828952
"Ea",74,30,200,-442.028861667582,162.569424090298,153.352480915256,136.182694463917,129.725160408567
"Ea",82,17,200,-241.825048167122,154.690931987942,130.526327600916,143.006705609873,104.730233472711
"N",0,NA,NA,-539.979949811004,146.280757964011,124.780452300258,132.479172171413,102.176577438109
"Eb",124,46,200,-527.223481200296,129.978174641033,145.762184536312,153.715712702997,129.764037207376
"N",0,NA,NA,-457.884382696557,111.76617899826,119.219699743906,138.879471174417,111.106966503258
"Eb",78,35,200,-723.911723177936,162.249541949047,132.322564919541,127.862385249245,146.017814777375
"N",0,NA,NA,-635.773401692823,171.243580232962,144.03772240593,138.919504659316,117.273886494307
"N",0,NA,NA,-740.286003743993,137.622478079055,101.122585749387,186.202087479267,135.743936888454
"Ea",45,18,106,-451.348843935223,136.424677232513,155.088791365953,151.909480045232,119.85150015522
"Ea",95,45,200,-315.169167178798,136.199394367227,148.855031374594,174.50045663876,133.804759821164
"Ea",73,30,200,-287.212769996575,144.429880184274,149.279017317126,159.42830442968,115.721353112468
"N",0,NA,NA,-456.121932636366,157.35079086199,125.40772521196,113.613898554283,109.98550095779
"Eb",58,33,111,-601.59499904667,188.892038844495,147.375038781291,173.463731356438,138.757459813808
"Ea",64,30,174,-389.18681922975,147.793232267595,172.664431163686,136.803980862248,149.089031630319
"Ea",88,40,200,-334.026886522234,121.856815236145,146.592340597836,112.867873669433,119.977706461744
"Ea",75,27,200,-327.817889727741,155.902126166843,136.433928105655,155.240519270158,129.486826491692
"Ea",198,63,200,-535.931730778526,148.347220645053,123.795441232565,126.662578987325,145.033111325715
"Ea",34,13,77,-506.80390382216,142.718143739604,148.783257967286,130.332193784851,162.592563338606
"Ea",84,40,200,-381.159137824,135.608797679264,148.505022379175,207.320385060359,145.011127686713
"Ea",61,34,122,-433.595987343081,149.286215190091,142.389968307781,145.603487724073,156.213272287483
"N",0,NA,NA,-724.490997874547,134.867599942534,122.600350293283,120.43766295374,133.421255434758
"Ea",122,51,200,-251.145727378742,111.969775479493,149.852392183955,156.43951865986,123.997796555107
"N",0,NA,NA,-798.711817303819,124.278055514865,149.391013908846,136.018498589448,141.07839938106
"Ea",36,17,65,-440.896443675598,101.432325375276,147.134797099224,151.41665708583,131.262727743257
"Ea",65,18,200,-376.884314691927,162.71133093216,160.353738009244,125.465724154047,131.687626161347
"Ea",54,21,101,-237.93587401834,141.205804324402,183.753569405508,154.770083803935,162.215300189582
"N",0,NA,NA,-613.988203625907,130.728023676736,153.926278664432,112.754798724384,113.620943914339
"Ea",81,45,165,-535.49790143025,151.479420766686,155.348508318549,131.895349527327,151.678333566751
"Ea",63,24,152,-484.497868311243,163.476790865127,157.279445188265,169.68179606403,134.873879118554
"N",0,NA,NA,-518.818333512551,149.725773039686,150.503433546254,123.132744967011,117.69242562997
"N",0,NA,NA,-391.059532835107,162.960844599247,142.569985745682,143.840879327185,101.043928671874
"N",0,NA,NA,-850.933710963908,145.529680504703,126.252468567337,135.466309285938,159.996743745687
"N",0,NA,NA,-618.691185287878,139.123275038371,126.59746802109,113.157690308528,118.112983788625
"Ea",128,47,200,-413.788391891002,154.330517344304,135.130275935583,125.773989520021,131.599524259863
"N",0,NA,NA,-475.400495473345,111.394860610906,131.45213318764,159.290713304771,126.424546284043
"N",0,NA,NA,-471.594928869797,130.086866702848,103.718473742488,130.941605961691,140.512357000844
"Ea",109,43,200,-419.25751697469,164.780357087937,166.373922885544,113.392426551842,117.030785784629
"Ea",59,26,132,-411.344119661561,141.379791458783,118.940203286988,135.604669502571,135.19465982122
"N",0,NA,NA,-832.032783912707,123.583831587124,187.968178840723,127.315214064952,155.476552725408
"Ea",64,35,143,-350.61438477429,137.983841742844,139.610645919018,192.125859053897,149.81396055507
"Ea",73,32,200,-361.015273174585,115.722642184989,141.969497708721,121.271822860853,127.412048592529
"Eb",54,30,98,-463.452173298144,191.51099399133,134.245679464358,147.748658439955,164.616499683666
"N",0,NA,NA,-619.514511313103,132.84894479612,112.948749165406,155.530112088159,125.333611196935
"Ea",200,84,200,-285.618059472118,150.934328990815,104.864750977371,120.916224535358,77.2219904759267
"N",0,NA,NA,-773.41174946336,131.024811773212,217.839107448731,166.657264100188,124.248288343587
"N",0,NA,NA,-597.110065952762,130.187744694123,165.546802137525,182.518662065244,123.352992053869
"Ea",104,54,200,-404.625152833065,150.902308845739,159.079091660566,150.780254746512,136.108227006475
"N",0,NA,NA,-790.673229845559,170.44250215499,160.561674927847,141.360256241069,120.204734710753
"Ea",81,44,164,-475.858737607716,180.131239571443,138.712479341104,134.609268870211,152.839040608184
"Ea",70,19,200,-360.544888267499,148.225764198765,181.337596468513,156.760850453234,128.117347771693
"Ea",68,37,132,-476.034077397653,150.408441973624,162.843671891168,140.237716567918,152.985011684294
"Ea",134,61,200,-356.907028162365,156.529221603606,145.398036855632,170.48500889785,134.062367050353
"N",0,NA,NA,-650.388759362638,153.426169224686,140.830451721691,134.846912987902,113.250007157296
"N",0,NA,NA,-536.127301432002,168.612537173644,136.064130182081,162.473398533555,105.982587267042
"Ea",75,40,178,-420.762609096867,138.153860756495,144.986854961497,166.548590900625,147.992330327754
"N",0,NA,NA,-563.84830462566,128.354620437702,167.378914237003,132.601175316718,135.100349723813
"Ea",200,81,200,-384.535357249551,150.6257776911,123.795452374689,145.016871045195,153.783586780358
"Ea",161,53,200,-332.435554096064,166.14049327849,123.000125954222,137.78927380441,101.146851482008
"Ea",32,15,63,-230.760226967455,121.093700693334,134.58631151247,157.413818996341,159.678993885677
"N",0,NA,NA,-686.118683585738,154.689944482514,139.599121036231,137.13604984184,130.070203501442
"Eb",157,57,200,-392.280916056732,112.888289976645,102.79321927661,150.582990736566,134.526745929236
"Eb",123,15,200,-318.856689135733,132.084471074989,120.275874941301,121.216646015867,117.90873139693
"N",0,NA,NA,-423.208133490931,162.046216958497,102.705014742804,147.049225264709,103.588930274537
"Ea",78,31,200,-220.169906562755,150.785516079545,154.481817007465,140.584340200653,151.277534813029
"Ea",200,51,200,-324.243609707563,166.134987739063,164.71069305962,175.271076372007,179.315809651587
"N",0,NA,NA,-504.281137846925,185.21650032368,153.971941658822,127.630679817831,125.034820823856
"Ea",59,28,128,-526.245600681967,126.856998986653,136.609236779383,156.174435173868,149.881352370485
"Ea",200,76,200,-244.514628687038,141.461792325615,128.938733604256,136.089487869589,128.134546926937
"Ea",59,24,200,-371.303579805421,138.546438628664,107.398457089299,133.600381202773,140.340851893354
"N",0,NA,NA,-424.431680741421,116.865533390771,144.179239483619,145.959171485818,104.183335886041
"Ea",147,75,200,-286.714670233131,117.826712785851,132.343354338777,141.451329910758,120.129009487699
"N",0,NA,NA,-681.428955798771,185.805102446112,134.081693370684,115.495876876633,130.903733092348
"N",0,NA,NA,-895.092409000159,150.060016352642,159.642052124367,132.303346328696,127.987680811747
"Ea",58,26,131,-392.041713214011,123.839501967915,144.475157320414,135.496937599409,149.910535405323
"Ea",200,54,200,-411.196372372408,137.631438677448,93.6222456107865,136.094975219886,104.769585919151
"Ea",74,43,137,-576.316817962334,161.328361437764,112.286752502515,135.238475691542,153.377702208349
"N",0,NA,NA,-896.010077448748,129.020862806659,113.31982174124,157.868036063275,137.418940679958
"Ea",103,40,200,-394.512393023639,156.005934575766,155.095550316818,111.960042367339,147.577762190021
"Ea",47,21,105,-451.587095919794,146.415456648489,175.801190708819,140.261808392015,133.457088430578
"N",0,NA,NA,-510.796908036607,143.908863925365,102.462048453521,126.331065720954,155.582996775248
"N",0,NA,NA,-724.010120066078,135.701721607409,154.65069063019,188.64504107094,108.468650860511
"Eb",45,21,89,-479.755847917542,154.506388241209,113.533349634945,177.732263787287,134.397921521363
"Ea",26,7,63,-270.872298293695,134.188498880424,115.603074244391,162.826641185847,135.128412393179
"N",0,NA,NA,-694.776846821516,200.319195910363,167.514680897805,126.55070284518,123.289270300494
"Ea",115,60,200,-512.909902493733,138.551894658835,133.02282041717,174.158327525042,114.085869831733
"Ea",56,27,136,-542.356613301396,156.645895493638,143.661046155084,172.036957309612,155.938749526767
"Ea",135,43,200,-260.955913155305,126.62327203799,148.428734884666,127.435969936596,133.001930135998
"Ea",35,10,87,-479.814205858758,153.520310175662,97.3076816601487,157.730516243675,123.458778639623
"Eb",43,24,74,-779.638958090222,135.08483590486,138.229020980472,199.398578052332,156.003406445796
"Ea",60,29,128,-345.847499999096,159.820921025499,171.611949637592,151.371294638176,133.021803450502
"Ea",57,28,110,-490.402587055649,202.174787727392,135.490681922676,144.503371939805,136.821279972546
"N",0,NA,NA,-585.944048388214,141.598834898954,150.258460468388,151.528396412483,124.036899381075
"Ea",79,19,200,-400.533609757163,159.894554154149,126.323066179892,144.872839718125,103.710355331715
"Ea",118,52,200,-265.254558442481,125.576785394785,125.647825385252,152.295161989859,145.8042412322
"Ea",47,21,96,-537.164228157857,137.527293612737,159.135257819329,175.660576340399,127.379238274215
"N",0,NA,NA,-604.402102938115,162.659614516829,107.892884542551,112.674793491073,136.680155066267
"Ea",59,36,94,-595.129479496586,157.109907941293,146.668088442416,151.262786009504,133.585890261029
"N",0,NA,NA,-631.826459776736,136.828779832857,135.058031579276,120.620914952668,129.60441109384
"Ea",53,27,109,-378.833221353243,142.279315788953,151.410548981797,144.554325696076,128.078948117679
"Eb",93,49,183,-498.94222314336,132.885753846948,137.533013811731,143.108010261984,147.678818660078
"Ea",200,17,200,-312.185273429335,138.499444114531,104.715094672398,137.380704714519,136.240275083748
"Ea",119,64,200,-420.194390123559,122.697599233055,125.712088541409,157.186005865698,126.592699135946
"N",0,NA,NA,-774.633323651805,120.969688154895,154.905991233054,135.029038358183,170.172627970677
"Ea",200,10,200,-251.27466712873,123.758311939777,163.947989780299,127.124189909484,140.356738858363
"Eb",23,11,42,-610.425412934462,126.796025305231,181.25437585647,160.276178529801,137.966528696551
"N",0,NA,NA,-503.473886276105,143.004687417897,133.836773569037,122.383417880041,122.805580521523
"Ea",145,51,200,-484.110433846875,124.118959110709,96.8848463987876,140.250589691771,135.963498469186
"N",0,NA,NA,-613.935874780171,140.431731577373,124.831282781846,143.082013113987,120.632993690653
"Ea",131,60,200,-486.987196836491,131.960439550017,128.047664583969,166.622328638291,158.991577903009
"Eb",52,26,100,-625.553280446019,150.635313745451,134.105452706011,172.159921286104,115.298188316196
"N",0,NA,NA,-696.655865658931,159.103945208109,196.684905556518,123.028111197596,116.444724536
"Ea",200,73,200,-211.927261760074,147.389251584908,142.715761349254,149.029149725909,105.166798419492
"Ea",80,14,200,-322.94375067291,144.624415659509,119.042258888131,142.717892120668,137.500426572708
"Ea",109,34,200,-342.582195002447,135.905466223341,145.466036471923,145.945902185262,106.717464791023
"Ea",200,53,200,-281.784160179704,126.128587513331,151.120072374908,158.89449524259,153.067941879955
"Ea",200,3,200,-475.854632596083,155.062003764247,137.691252479254,141.945027997212,123.709957153289
"Ea",200,127,200,-422.506372213788,154.637627155348,120.488034164457,140.938511914148,163.768818583569
"Ea",52,27,99,-498.142944897518,145.614034358059,169.045635188925,140.756767943653,157.151249470351
"Ea",59,25,117,-490.7949996356,144.136046846519,118.610504766997,131.719195110021,126.191320842704
"Eb",91,16,200,-365.78724317519,169.883567198734,126.306134391013,145.342438273802,144.563938324022
"Ea",104,54,200,-470.09646162145,155.279673722931,160.120197236563,142.79196355684,135.690767567647
"Ea",57,31,103,-472.126091862203,120.029910507326,144.614291877192,158.184873875658,149.213439889518
"Ea",96,47,200,-226.177531721767,118.721431770766,112.065515965362,158.079825632666,113.00186023121
"N",0,NA,NA,-746.823220799006,173.104708949829,158.661582071466,130.11821605542,140.526818032996
"Ea",74,37,152,-458.99354153481,135.871303452934,111.26974864599,140.723374195309,130.545432614639
"N",0,NA,NA,-689.912489400676,147.238895764928,103.303831024943,127.864534383977,179.100230373747
"Ea",54,25,108,-557.005363750806,142.395040449372,125.472129795119,154.68741913894,144.217501570513
"N",0,NA,NA,-351.740062835098,116.781529672555,108.840945891606,117.533450287451,125.188807032338
"N",0,NA,NA,-693.910229019563,129.154467513786,156.559596394428,140.539705246393,148.744902157885
"Ea",27,10,62,-633.630296563601,165.76135382664,97.1330047121406,155.734348593643,127.293416693288
"Ea",89,32,200,-247.602959123635,153.663109528855,131.284011965357,166.539333975635,158.687734802773
"N",0,NA,NA,-792.889315433639,175.298684803791,145.897718138865,146.734274138663,121.406101445498
"Ea",200,32,200,-263.165161500753,124.349680319022,148.489148223605,155.359821018326,138.784847638613
"N",0,NA,NA,-360.386514031287,158.21075788937,158.727249914266,108.03441584278,117.332210733418
"N",0,NA,NA,-392.621018464351,106.826309230665,155.115692535516,136.709514775132,108.09072990359
"Ea",67,34,130,-498.735801230485,150.059906204315,153.946060941752,147.760422638393,124.310243599499
"N",0,NA,NA,-515.229044668585,136.248799461704,160.368322338403,131.530807787963,107.757918297998
"Ea",88,20,200,-512.420082151609,155.484911501426,148.957403463243,159.821342488769,139.24155699989
"Ea",80,39,200,-425.991797051258,151.764856257107,158.488993540492,148.665814942501,153.045644333581
"N",0,NA,NA,-643.274349950935,152.094779011086,123.878226803747,146.278859759887,127.937039321858
"N",0,NA,NA,-588.647814449725,99.1857697766278,151.510941169993,145.885426950222,127.127865075654
"Eb",56,28,119,-485.723396760194,125.388753027246,164.809014924962,139.020299340675,139.413460845127
"Ea",134,58,200,-333.212565728641,111.247721833603,137.706778104986,132.841516967638,142.160662806512
"Ea",82,26,200,-345.019099534444,148.955347991616,148.185546244889,163.797881110643,128.185922032221
"Ea",131,57,200,-286.208498685744,154.895956891061,143.316069412573,157.889534527986,152.606134634874
"Ea",45,20,88,-390.441413293828,142.83634635209,156.945881501851,99.7670900661619,129.277885878799
"Ea",51,15,200,-344.589948639484,155.635515200422,142.090503895485,157.033155259644,133.746899433393
"N",0,NA,NA,-479.176468592379,120.009217091583,131.004433654297,141.530518934244,105.449985478426
"Eb",72,36,176,-663.740557454784,162.224504203148,151.892596640096,159.26543708365,184.86059633805
"Ea",189,74,200,-334.034363734393,159.472693170528,128.745825888289,158.19782300379,138.01245430237
"Ea",118,50,200,-466.299386851582,123.471293977292,131.086772170515,154.343899335823,132.685737988644
"Ea",75,44,144,-583.120992067074,153.27092656551,161.291976457681,160.414113646559,146.421588170616
"Ea",78,35,200,-243.016235497989,163.068486984935,169.284138721313,166.105543931087,142.480143141438
"N",0,NA,NA,-506.188154607734,147.840048957732,172.422332141998,121.221090288853,105.786663862428
"Ea",108,49,200,-555.198147966935,193.297068829646,151.927826553454,180.907679140561,156.827203154566
"N",0,NA,NA,-668.550342363686,113.821302137241,201.189823888334,122.452126322636,126.513824434504
"N",0,NA,NA,-345.777492533703,151.292292720574,96.014264271569,116.578050189822,113.801339748267
"Ea",44,10,107,-468.710958904129,134.928007289638,174.408602139019,210.724365946469,149.936909274679
"Ea",56,20,140,-389.77002430056,154.090002277563,162.920556259734,156.167036451208,145.069217705363
"Ea",198,50,200,-453.98700418432,130.597862495968,124.394214017077,161.108793338301,128.478200215125
"Ea",200,83,200,-483.163061704532,135.600749148471,133.294495773809,154.419452094086,144.99078655428
"N",0,NA,NA,-495.842543777145,107.016872619512,105.317346371454,144.921667229885,137.305041810707
"Ea",146,61,200,-288.047309096718,137.586561645652,138.025054928384,138.419626001616,164.103535429446
"Ea",63,32,131,-553.726838343324,155.78577581942,131.935992574455,168.196925431578,111.474125886613
"Ea",85,11,200,-366.895879133517,150.965136361095,140.66638062364,150.550197082944,143.351486555315
"Ea",45,18,94,-412.988642743757,168.257977078065,151.086222514877,175.526558400938,111.513049857543
"Ea",59,24,153,-519.172892245114,126.890758143836,153.260147779921,165.654744783771,136.322299784553
"Ea",200,76,200,-166.954211150308,123.921972597572,176.323081310195,136.348926396989,128.123717296557
"N",0,NA,NA,-490.63786222973,171.565530009586,115.974211192929,110.181906196547,112.760926041266
"N",0,NA,NA,-587.623555971397,136.406148024074,130.132986264845,130.666426694113,133.784779428267
"Ea",118,50,200,-401.838753897141,135.788346436819,115.094041832584,142.497696197306,124.378657486563
"N",0,NA,NA,-466.808202231184,150.083787445305,122.862684110798,133.322536443867,111.446306260137
"Ea",200,70,200,-230.525204738088,141.628870570799,169.938722361523,166.638313975904,128.80013438207
"Ea",74,20,200,-627.167886271493,143.547644849191,163.958488139952,219.822538075437,141.259435097276
"Eb",67,39,127,-584.527646879259,173.870267678186,171.843754249338,141.672872102714,134.870981162471
"Ea",200,86,200,-242.42772451915,140.071848010296,117.460519786225,123.734459446655,143.293711397211
"N",0,NA,NA,-532.928544339635,118.300224377862,155.570242793266,128.480246075972,139.134278090591
"Ea",69,18,200,-289.889365380385,144.19545732015,114.633931784734,109.465056717317,143.251221512951
"N",0,NA,NA,-833.225182913217,133.999342099604,146.784358195977,144.8542038814,122.44343574574
"Ea",200,68,200,-232.984892499955,115.698636551981,96.4335389528699,112.642036537753,116.544892193626
"Ea",63,7,185,-470.204763815094,147.288755122115,112.569251160579,134.014959802358,144.837489520504
"Ea",37,16,97,-336.075307879064,131.502681433849,146.854972225735,123.379494487387,138.68758428901
"Ea",200,41,200,-386.555333452395,126.823831788864,153.782516050047,128.645853052206,191.877884119203
"Eb",102,52,200,-554.564901500513,134.824163803676,96.3156260282714,128.583325357996,144.482674503434
"N",0,NA,NA,-412.93997288117,158.267707445433,120.172851050831,159.660140725341,103.519595429065
"Eb",24,14,38,-513.092306166798,213.758990248416,128.559598765331,172.377440605824,138.049859099464
