"model","lambda","lam.ci.l","lam.ci.u","loglik","rho1","rho2","rho3","rho4"
"Nb",0,NA,NA,3572.4407710037,15.3937219325512,15.3534611764412,15.4070001638152,15.323118729046
"Nb",0,NA,NA,3649.36117609724,15.2489629596752,15.317372571081,15.3463122761821,15.4159759571591
"Na",0,NA,NA,3530.21155675594,15.4339258296016,15.3470690709337,15.3973819011039,15.4243470745971
"Nb",0,NA,NA,3551.35955702887,15.3771013064233,15.4236607687537,15.4751904799373,15.4116827231121
"Na",0,NA,NA,3561.49180737612,15.2267344024285,15.2402906300039,15.2669609037024,15.2544159635713
"Nb",0,NA,NA,3450.39764565942,15.3092921057277,15.3455404867116,15.2310027874131,15.2820515218455
"Nb",0,NA,NA,3666.92658854217,15.3534368166332,15.2792705293945,15.3295791578149,15.1963514104543
"Nb",0,NA,NA,3587.99747100496,15.2639168984505,15.3941978125715,15.3425574667603,15.2227193214456
"Na",0,NA,NA,3437.22265125998,15.3530297700858,15.4696981010172,15.4315101117201,15.273615424494
"Nb",0,NA,NA,3611.13902970291,15.3803540465953,15.3513139299855,15.2911839052934,15.2742694471328
"Na",0,NA,NA,3387.01948856054,15.3892922407874,15.5059008483031,15.4309968671378,15.1029666279952
"Nb",0,NA,NA,3569.31913395694,15.3321542935801,15.3619808463828,15.3248990172201,15.2942066840498
"Na",0,NA,NA,3264.10768324915,15.4339988961074,15.3225919010413,15.0599991357667,15.3431760350103
"Na",0,NA,NA,3463.88603306953,15.3414705582671,15.3575014803241,15.2547060444108,15.2925938865725
"Na",0,NA,NA,3475.83945216006,15.3896806468212,15.5024084429542,15.4530299932363,15.2830018096199
"Na",0,NA,NA,3341.77167000995,15.3219736555051,15.1937248367449,15.3733668915443,15.3742924797988
"Na",0,NA,NA,3562.29763646709,15.3761309107432,15.2756527215685,15.3248286581375,15.1428492878112
"Nb",0,NA,NA,3564.24291608084,15.3642386068238,15.2891077238441,15.4066888636007,15.3313115566718
"Nb",0,NA,NA,3621.72252408612,15.4185013529338,15.4156178795838,15.4157403388671,15.4291855394507
"N",0,NA,NA,3588.61415808677,15.2741488635018,15.3378403187618,15.2584005498505,15.2248083125371
"Na",0,NA,NA,3405.47151059331,15.3828525175072,15.4419745790068,15.1823415628707,15.3512854355617
"Nb",0,NA,NA,3541.24522457297,15.266957501529,15.3990011254469,15.3471446064458,15.2817186511363
"Na",0,NA,NA,3509.95101844043,15.2072379010785,15.478292298603,15.4287406062985,15.2603613304162
"Na",0,NA,NA,3403.41689112889,15.2997132929477,15.4354405091557,15.4489148358967,15.3858147755835
"Na",0,NA,NA,3344.74869485552,15.2733373632271,15.3228917382595,15.4763008501018,15.2858808322899
"N",0,NA,NA,3537.77171358796,15.3443504454175,15.4073098761818,15.4663456101188,15.4573955274145
"Na",0,NA,NA,3400.22208213999,15.2341435471674,15.4707746958193,15.165069016304,15.2013442900341
"Na",0,NA,NA,3536.65695787558,15.3811134140384,15.3563973206274,15.43737982029,15.4240206643175
"Na",0,NA,NA,3368.08373212509,15.3800442531714,15.3275901220514,15.321420466446,15.4215118656769
"Na",0,NA,NA,3121.04407781825,15.1585247010163,15.3192876106615,15.3981215736368,15.1667207333547
"Na",0,NA,NA,3374.77475113487,15.3195848421299,15.4894333690744,15.4529154576876,15.3639774174602
"Na",0,NA,NA,3458.48747520022,15.3228306934732,15.5449652241516,15.5042157955266,15.4414343909751
"Na",0,NA,NA,3496.72693129829,15.3741435650024,15.4695110435557,15.3884400727663,15.427904266539
"Na",0,NA,NA,3299.40720571664,15.2719166144805,15.4029357093666,15.3792412655227,15.0591057114437
"Nb",0,NA,NA,3517.59564883981,15.3989724270474,15.2091713180046,15.3546736501339,15.3289793141022
"Nb",0,NA,NA,3458.73911039999,15.3763275436488,15.327569019904,15.320977261364,15.1023794769721
"Na",0,NA,NA,3328.04456780018,15.451630993908,15.3577529722081,15.4582816961692,15.1176500644812
"Nb",0,NA,NA,3606.95660195136,15.4015969940865,15.3628690401081,15.3781741605045,15.3781144383778
"Nb",0,NA,NA,3645.06650487921,15.2532100457298,15.3899469468272,15.3999324038989,15.3123222224102
"Na",0,NA,NA,3383.61950061938,15.4479908594998,15.4455097718335,15.2844932300737,15.3954486430574
"Na",0,NA,NA,3133.25804245534,15.0158056523449,15.2114911151894,15.3435004431002,15.2684265529237
"Nb",0,NA,NA,3495.42232811641,15.3672468816224,15.3620672334215,15.3216545104469,15.3396701947512
"Na",0,NA,NA,3378.30437831017,15.2986472130759,15.1983319660798,15.3705907235086,15.316929397043
"Na",0,NA,NA,3256.29869800715,15.3289326999614,15.4327724843299,15.5757959412109,15.4652386773711
"Nb",0,NA,NA,3510.63059255501,15.3057462226036,15.3546976795238,15.3652085976616,15.2643029008961
"Na",0,NA,NA,3486.8204596441,15.3496514881968,15.4087206525131,15.3931043532458,15.28304385917
"Nb",0,NA,NA,3486.17021622011,15.3187346754026,15.2927466975443,15.4266051495275,15.3614172781951
"Na",0,NA,NA,3445.2846224839,15.2393469707989,15.4364573171581,15.4629966447356,15.2513216961196
"Nb",0,NA,NA,3527.11093140343,15.4103491820178,15.3024084609494,15.3456430871299,15.4272979595015
"Na",0,NA,NA,3386.67246938635,15.3651504486252,15.2125018357189,15.2457797299475,15.2185946594601
"Na",0,NA,NA,3528.52905301454,15.2936131262721,15.3491698596537,15.2539862646557,15.2486313308747
"Na",0,NA,NA,3471.44661354864,15.3907026217503,15.3564163974934,15.3511272651667,15.3373893096685
"Na",0,NA,NA,3380.14762394153,15.2702079519991,15.3643474917335,15.308952722004,15.1219823288878
"Na",0,NA,NA,3253.88268036807,15.399235026394,15.2767120933353,15.2816086958844,15.2162427238824
"Nb",0,NA,NA,3457.68346073522,15.4637886393172,15.44165831725,15.3270566673515,15.3365258963953
"Na",0,NA,NA,3359.12324322235,15.092252283862,15.144847310578,15.2040508043935,15.2616718956257
"Nb",0,NA,NA,3627.61530528807,15.3545506840339,15.4027171500795,15.3899851665516,15.4433986251311
"Na",0,NA,NA,3432.50448871713,15.1999725789564,15.3397161098846,15.1975144105083,15.1754046957676
"Na",0,NA,NA,3578.60417006185,15.3649373596639,15.338966807888,15.3518443952646,15.1370359479194
"Nb",0,NA,NA,3509.61906091075,15.2476250396921,15.2904499627255,15.3008380317405,15.1996410460397
"Nb",0,NA,NA,3548.9066065713,15.0279551460432,15.3491072099626,15.4117960393705,15.2322657091583
"Nb",0,NA,NA,3529.64814919199,15.3509393417602,15.3327268918623,15.2728337896128,15.3604508386367
"Nb",0,NA,NA,3621.55915992502,15.3214429199368,15.546328562681,15.4756149404862,15.4264491659104
"Na",0,NA,NA,3469.02976025997,15.4521951652823,15.377098891474,15.3602471141113,15.3098830685781
"Na",0,NA,NA,3496.47643927466,15.3618335417323,15.2803208370898,15.3892448873572,15.3959113620609
"Nb",0,NA,NA,3535.96383604898,15.449706305994,15.5368519905027,15.5411931922753,15.3915339195645
"Na",0,NA,NA,3199.77642350322,15.3584757908515,15.4105139662353,15.2628969457341,15.3569379330751
"Na",0,NA,NA,3145.81720694971,15.4448749419378,15.4089366190447,15.4108844030341,14.9576686565669
"Nb",0,NA,NA,3515.90617202646,15.3126465960503,15.4224250132592,15.3052926826654,15.2709342310268
"Nb",0,NA,NA,3581.22072208959,15.5124131219273,15.3713306186628,15.5029160091928,15.469493706547
"Na",0,NA,NA,3451.68898241771,15.1758407019784,15.3759948271515,15.3861939588709,15.2359460148516
"Nb",0,NA,NA,3576.52990248022,15.3934480216189,15.4085366042542,15.4513006656424,15.4028198729361
"Na",0,NA,NA,3303.55323605806,15.3931970667368,15.2691178235142,15.4248891249331,15.2618587782352
"Na",0,NA,NA,3396.44871818207,15.3132335901193,15.4431125899299,15.4384616280154,15.3528063105065
"Na",0,NA,NA,3399.67774623143,15.3628442740062,15.283282656573,15.284533552575,15.1507818908086
"Nb",0,NA,NA,3470.23611771548,15.4403286574505,15.4923762394046,15.4960036566901,15.3422240757894
"Nb",0,NA,NA,3444.05600090805,15.2904255711283,15.3444747167556,15.3498282538232,15.285250945443
"Na",0,NA,NA,3365.85851886743,15.1956830789101,15.389718992041,15.4273427655644,15.2716753460375
"Nb",0,NA,NA,3493.98446803939,15.4379352461231,15.4548840489426,15.4477228638517,15.4056618661521
"Na",0,NA,NA,3408.49471578291,15.4129507981707,15.5210090367869,15.4685722196862,15.4130515216538
"Na",0,NA,NA,3363.06431495097,15.3804312159385,15.3292990226051,15.5173252704392,15.2583782949563
"N",0,NA,NA,3671.65046709886,15.3468792030117,15.267546695973,15.2804895354165,15.0650048029602
"Na",0,NA,NA,3376.1768488381,15.2362806575515,15.2306197851614,15.2103688306075,15.3433455599288
"Na",0,NA,NA,3039.31723671085,15.2712943303505,15.4120163691036,15.5183504387981,15.3251813062486
"Na",0,NA,NA,3372.96424120436,15.4079420622019,15.3110615325548,15.2438853860822,15.0988905441868
"Nb",0,NA,NA,3622.77420000199,15.3248338015683,15.3450879489677,15.3261013552473,15.3092580390679
"N",0,NA,NA,3623.59424641533,15.2910543975895,15.3348386161349,15.306852856019,15.3367446600107
"Nb",0,NA,NA,3516.85083454997,15.488706104834,15.2930990189924,15.4041685994483,15.4076647590474
"Na",0,NA,NA,3406.61249020783,15.2973175921717,15.3091083148579,15.2358649107499,15.1860033986749
"Na",0,NA,NA,3270.35982625506,15.3764433480147,15.2677190011785,15.3545836355247,15.3286067663357
"Nb",0,NA,NA,3655.59566814743,15.3810427825905,15.4816606904038,15.3751988228847,15.371297533752
"Na",0,NA,NA,3204.67080296999,15.3612963147584,15.2877224037066,15.3540661921604,15.2103377417309
"Na",0,NA,NA,3424.65238459303,15.4037068740162,15.3088791763595,15.3884851948822,15.2947836657071
"Na",0,NA,NA,3449.05356360795,15.3004916208948,15.3705035863234,15.4152439209616,15.3858613071109
"Nb",0,NA,NA,3560.34808690211,15.4839348270973,15.5492601682866,15.5263598850302,15.3624893541341
"Na",0,NA,NA,3558.02398467301,15.458283024421,15.3252738646379,15.2880522116136,15.4115488823582
"Nb",0,NA,NA,3588.38868415983,15.2789378654656,15.4119967843792,15.3462752604152,15.3732447899602
"Nb",0,NA,NA,3505.61372300351,15.4252226796357,15.4821684439907,15.2809412815083,15.2685966684961
"Nb",0,NA,NA,3563.72806560404,15.3923733569952,15.4467769469356,15.4351876656895,15.2964251302818
"Na",0,NA,NA,3397.19524332804,15.3045387070048,15.3987614465915,15.4024902761076,15.3455443925754
"Nb",0,NA,NA,3565.98905808555,15.3162164525759,15.3729390210856,15.4148124397621,15.311347776667
"Na",0,NA,NA,3454.99552785752,15.3104435846014,15.2436681437849,15.0906378794916,15.3583939717695
"Na",0,NA,NA,3458.68322499205,15.3781953496614,15.3471782008599,15.4348889553128,15.3425790267938
"Na",0,NA,NA,3419.8753591928,15.172670863897,15.3287402890726,15.2905271373971,15.2396250485276
"Na",0,NA,NA,3378.0032664549,15.3079762319983,15.3387553998834,15.4340866717063,15.2729258898221
"Nb",0,NA,NA,3629.37608064253,15.4088161120312,15.4012177290755,15.3414295237552,15.46666461018
"Nb",0,NA,NA,3462.92973364802,15.4290895826618,15.3847945242132,15.3830744924372,15.2829798436461
"Eb",7,4,11,3620.74749946844,15.3758808422193,15.3038997681475,15.2975228719639,15.2693343523914
"Na",0,NA,NA,3319.20503151013,15.314496773183,15.3887753506559,15.2012319044298,15.3042734884705
"Na",0,NA,NA,3468.90602781941,15.2850202754431,15.2887182758046,15.3533196752898,15.2962001830684
"Nb",0,NA,NA,3496.19634410682,15.3417966762872,15.5433408662618,15.4061190488344,15.4355463263205
"Nb",0,NA,NA,3489.76984141194,15.5224346148511,15.4241048909877,15.3346609949812,15.4924128980047
"Na",0,NA,NA,3453.10981126744,15.3693405906004,15.4341454123362,15.3482695597766,15.3823741800553
"Na",0,NA,NA,3265.02358030049,15.3410213383421,15.4219250113692,15.4475413070836,15.1663858781068
"Na",0,NA,NA,3418.25754179717,15.4518059235311,15.297211190578,15.3975824809834,15.2196828419077
"Na",0,NA,NA,3470.13632238787,15.3851079264108,15.499102508994,15.4639190464411,15.3471597571933
"Na",0,NA,NA,3323.25948874169,15.4695818228032,15.3317006721546,15.389118584496,15.3975284710299
"Nb",0,NA,NA,3625.80448963601,15.3561504740024,15.2074214057008,15.2713115494911,15.4158822697557
"Na",0,NA,NA,3312.39454577755,15.3367933411265,15.3971752660282,15.5080090737685,15.0492625625443
"Nb",0,NA,NA,3516.08646263444,15.4971061104315,15.414831879897,15.4777247684922,15.3643000745461
"Na",0,NA,NA,3453.73908176064,15.3840107222357,15.404974868427,15.4041403580173,15.389005487502
"Na",0,NA,NA,3038.33191187795,15.3553001306911,15.3418862670287,15.4377664437242,15.2770708738474
"Na",0,NA,NA,3463.98224731527,15.2588693527534,15.2962531576658,15.3980649412578,15.3797880521421
"Nb",0,NA,NA,3565.08482946041,15.4361308467187,15.4352187010922,15.4967032603708,15.2530603471819
"Nb",0,NA,NA,3619.14532594734,15.3416918667526,15.3928846260284,15.3899879989513,15.3889046778158
"Nb",0,NA,NA,3581.67640634471,15.2952574129196,15.344674884819,15.3690845597476,15.2380571921598
"Na",0,NA,NA,2823.56416352939,15.2996636801815,15.3299980521545,15.4526635858483,14.7744443713396
"Nb",0,NA,NA,3595.0629596908,15.3975259210448,15.4893447159996,15.4416081973875,15.3136044310675
"Na",0,NA,NA,3079.40044217105,15.3263351055271,15.3572726493053,15.2464215543251,15.2713085639881
"Nb",0,NA,NA,3472.78335020402,15.4353636777293,15.4618440050683,15.4774831365231,15.2746892426136
"Na",0,NA,NA,3159.49785282451,15.1850601591502,15.3224668512341,15.2598207699757,15.0774830282563
"Nb",0,NA,NA,3560.10327947722,15.2869939514526,15.3111626780817,15.3353137167228,15.4319017460554
"Nb",0,NA,NA,3572.25394277526,15.3436955129745,15.3040536174256,15.2065930463798,15.4527245691448
"Nb",0,NA,NA,3516.53534276337,15.1712159477735,15.4291829745645,15.3679617432743,15.2339808274956
"Nb",0,NA,NA,3580.7409301523,15.4092513523994,15.3728892194917,15.3028890203318,15.3368566248958
"Nb",0,NA,NA,3598.76403690919,15.4226364770922,15.3179303489878,15.4733992990699,15.4093264639012
"Na",0,NA,NA,3358.3158347267,15.3514527197061,15.3797919698284,15.3510395675135,15.2790389373413
"Nb",0,NA,NA,3544.93840205002,15.4031221222026,15.3352937659422,15.4531549761698,15.3177074750716
"Na",0,NA,NA,3215.56572319234,15.3023176179221,15.3209601426836,15.3526112676341,15.3813135491047
"Na",0,NA,NA,3280.97962497551,15.3730700639758,15.2682972378788,15.0885751835408,15.1541326387144
"Na",0,NA,NA,3314.52558308944,15.3533544710338,15.4076700516299,15.3994410882875,15.3653694109555
"Na",0,NA,NA,3306.99311714413,15.4721976209228,15.4190095934769,15.4727470108824,15.1659843324257
"Na",0,NA,NA,3303.90952906992,15.2932363135121,15.3254528345114,15.4969234197552,15.3979462429103
"Na",0,NA,NA,3451.81110145,15.2729126651258,15.2176224219125,15.2130963308174,15.2300358828341
"Na",0,NA,NA,3448.52426347978,15.3975471837323,15.3104839804315,15.4235508742843,15.3364407973217
"Na",0,NA,NA,3436.1580219368,15.1695353612461,15.2860561722805,15.2190700874878,15.2126300683156
"Nb",0,NA,NA,3455.74560739358,15.2822211325198,15.3361036625761,15.3088216355266,15.2453125137564
"Eb",8,4,13,3574.5205845773,15.2579044013384,15.4379697337374,15.4457315436239,15.3573014893919
"Nb",0,NA,NA,3535.03557737536,15.1652463473446,15.2605945985778,15.3591833715347,15.2366034191597
"Nb",0,NA,NA,3629.75651244921,15.3209380524098,15.4107505455157,15.2467885284872,15.3302303313787
"Na",0,NA,NA,3426.91735370255,15.454740603997,15.5615301021153,15.4996541260112,15.5645184800443
"Na",0,NA,NA,3454.89599230703,15.3803067280724,15.4137554350429,15.4535434450724,15.3085553306703
"Nb",0,NA,NA,3480.34084000443,15.3427059427788,15.3590253146855,15.4275971923692,15.300058887121
"Na",0,NA,NA,3482.12717745524,15.3152687458997,15.3930322736353,15.3975162321585,15.4634676543555
"Nb",0,NA,NA,3349.31755683241,15.454543563277,15.5408045551884,15.5202162012263,15.40252818818
"Na",0,NA,NA,3238.51839509927,15.3188807294422,15.1841086308857,15.3114057057688,15.2805409643137
"Na",0,NA,NA,3481.27996916494,15.3812022663935,15.4981450528619,15.4456511913599,15.2641301051779
"Na",0,NA,NA,3414.01085559491,15.3056141110495,15.3750720384265,15.3529691495523,15.2790894655916
"N",0,NA,NA,3582.93361072885,15.2523177183299,15.4477757415565,15.2129377356443,15.2192097207128
"Nb",0,NA,NA,3531.57944749588,15.2804998079554,15.3314725389918,15.3927227087196,15.318414048304
"Nb",0,NA,NA,3497.04969081329,15.300777486573,15.339625650781,15.3755780247215,15.372556238877
"Na",0,NA,NA,3467.67529481822,15.4370485630881,15.4399868210062,15.4020484569395,15.5430394789936
"Na",0,NA,NA,3343.09309237683,15.4005388249304,15.2537667804206,15.2428460918149,14.9979746115946
"Na",0,NA,NA,3384.29371624934,15.3822296521815,15.3445989326728,15.3410615490818,15.3302508342916
"Eb",6,2,10,3618.78640088891,15.3928842434353,15.4969421642047,15.437993618099,15.350641752732
"Nb",0,NA,NA,3603.60634597774,15.2916643149317,15.3160319959756,15.2538366969936,15.3099214644593
"Na",0,NA,NA,3272.50960104018,15.336969746402,15.3045817783909,15.50634862057,15.3370847802354
"Nb",0,NA,NA,3611.62080215955,15.4212169547566,15.4517672556386,15.3411110983902,15.3757308288864
"Na",0,NA,NA,3287.66688706526,15.4281041284023,15.4684670626449,15.2906369859971,15.3173355243945
"Na",0,NA,NA,3523.68947629468,15.3856821890264,15.4197783068894,15.4062304339529,15.338317337898
"Na",0,NA,NA,3285.65613820169,15.2907405486862,15.4605815275186,15.4935768571859,15.2976532779675
"Na",0,NA,NA,3401.22381142124,15.3068455112345,15.2749224380982,15.4175123425426,15.2514619135216
"Na",0,NA,NA,3354.97257756327,15.2652824695616,15.3739435894346,15.4359373292179,15.216573601004
"Na",0,NA,NA,3458.39877036215,15.3573205241831,15.3159123041469,15.2833785112388,15.1256394206845
"Na",0,NA,NA,3433.13153343706,15.3468944497792,15.4376619599053,15.4579245567463,15.2993378188062
"Na",0,NA,NA,3475.50220338603,15.2363190855195,15.1483585455907,15.3158721009177,15.313925459033
"Nb",0,NA,NA,3586.45592638856,15.3027830464163,15.2933094109659,15.4049204794089,15.2734930382994
"Nb",0,NA,NA,3547.24546249143,15.3508581632432,15.3422800015049,15.4874489836194,15.2546446080167
"Eb",11,6,16,3612.30948837893,15.4277878867755,15.4430531601262,15.4358112316767,15.3863909930505
"Na",0,NA,NA,3340.78461231536,15.4201698082451,15.3893120449988,15.4723767450716,15.3282959251079
"Nb",0,NA,NA,3532.02143459216,15.3684240384142,15.364183169114,15.505770829437,15.3096317248684
"Na",0,NA,NA,3486.23519616487,15.322571121097,15.3805979684027,15.3311849900218,15.3590329614717
"Na",0,NA,NA,3449.24514276668,15.3668798178942,15.4970221255446,15.409012990216,15.2842452447783
"Nb",0,NA,NA,3626.34686366828,15.4657576904265,15.3822279287018,15.5905511068286,15.4965631567086
"Na",0,NA,NA,3321.03011319633,15.2550522453192,15.2917826334235,15.3434024090365,15.2774611470591
"Na",0,NA,NA,3298.4575799767,15.3721964040021,15.4111419818688,15.4420329547585,15.2529393263623
"Na",0,NA,NA,3569.32507086308,15.3831994531571,15.4073509648866,15.3244725685264,15.3259868277389
"Nb",0,NA,NA,3498.79333692227,15.4420658641016,15.3811178249909,15.4380357867201,15.3178620659785
"Na",0,NA,NA,3484.42161489716,15.2723496218794,15.2306872855077,15.3910281517328,15.0369982307605
"Nb",0,NA,NA,3607.87085341539,15.2906211670907,15.2014734903828,15.223594652594,15.2053914207298
"Na",0,NA,NA,3507.26768453793,15.4782108616906,15.5303590326653,15.4126905078844,15.2898531112805
"Nb",0,NA,NA,3642.38986595221,15.5264801005363,15.4569088293214,15.479772546599,15.2860128220717
"Na",0,NA,NA,3302.55436162796,15.3483995267736,15.478550407555,15.2918992078109,15.2532799222999
"Na",0,NA,NA,3389.40528854172,15.4699585841266,15.5526676900393,15.5464892850169,15.3433405947547
"Nb",0,NA,NA,3580.82936534817,15.3241106960099,15.3160480679587,15.3185751166709,15.2798753514265
"Na",0,NA,NA,3380.7107349745,15.3829244733351,15.2990009679213,15.4614050920344,15.264401751125
"Na",0,NA,NA,3523.22209544174,15.485025318095,15.2643460808832,15.4060717732914,15.3281164333056
"Nb",0,NA,NA,3614.34510525083,15.4058663946013,15.4957028561926,15.4957912364908,15.3887101962678
"Na",0,NA,NA,3440.94043990566,15.3541456301811,15.4232714940768,15.2862291796247,15.269207339618
"Na",0,NA,NA,3298.69643377237,15.491099579662,15.5287971292135,15.4009105597072,15.1423885423429
"Nb",0,NA,NA,3497.38251965731,15.349164682389,15.3929461135047,15.3112774557635,15.3419150067884
"Na",0,NA,NA,3358.6972526851,15.1986455994594,15.4083751581001,15.4239167018934,15.3179066702557
"Nb",0,NA,NA,3545.75397015978,15.4595712526112,15.375976907538,15.3502810222768,15.1214782068536
"Na",0,NA,NA,3458.74707461484,15.4583362414995,15.3778576118507,15.4050483792948,15.2898723180298
"Nb",0,NA,NA,3584.08012873034,15.3441817305787,15.5797165589478,15.3768395696912,15.2539401082861
"Nb",0,NA,NA,3632.37112094873,15.5303370161266,15.4459087472528,15.3325891303574,15.30656895922
"Na",0,NA,NA,3098.76291767958,15.4392612445625,15.5288090141585,15.4243454968219,15.289077321243
"Nb",0,NA,NA,3515.37473177314,15.4375356928465,15.5894992959445,15.5158759434462,15.4319492196173
"Na",0,NA,NA,3300.04674538691,15.4506682796336,15.5335945242649,15.5444132993125,15.2816641880855
"Na",0,NA,NA,3549.84423992459,15.4620960349056,15.4759059061373,15.4267131820895,15.3843751533152
"Na",0,NA,NA,3421.02441755113,15.3469886434317,15.4144833124738,15.4447987350414,15.3440100061723
"Na",0,NA,NA,3391.1388726233,15.3707565480227,15.284291030455,15.4246229835873,15.4423631124191
"Na",0,NA,NA,3283.83989154408,15.4879485481668,15.305306099642,15.2927050577482,15.5341440269593
"Nb",0,NA,NA,3570.37366159822,15.3437626712885,15.351875746149,15.4298454311252,15.335335521311
"Na",0,NA,NA,3476.90290710208,15.2846147925537,15.3173596585973,15.3570691700639,15.3718473927948
"Nb",0,NA,NA,3639.39697791004,15.3185937010452,15.2655505886163,15.3433717665963,15.333245333035
"Nb",0,NA,NA,3515.66452575037,15.3113299200334,15.4958246892465,15.5185996869777,15.2979508514318
"Nb",0,NA,NA,3474.61489057806,15.3405062241379,15.4701349381681,15.4824792827827,15.3028734541639
"Nb",0,NA,NA,3641.32055098369,15.3343239986754,15.3572690429027,15.3435526866573,15.3787366597894
"Nb",0,NA,NA,3487.80597187061,15.4043027281832,15.2842492577357,15.4751126952648,15.2945304016785
"Nb",0,NA,NA,3553.52888650202,15.3816246127912,15.4008466468552,15.5912383842681,15.2705347499013
"Na",0,NA,NA,3226.74666552033,15.5087944062914,15.4090500307177,15.4354010424834,15.4525482959987
"Na",0,NA,NA,3078.47576710608,15.248960655729,15.3386654710218,15.3683696661875,14.9869679291988
"Na",0,NA,NA,3455.5171919444,15.3968833224309,15.2487986596256,15.3223390830578,15.3858431725543
"Na",0,NA,NA,3463.84603296446,15.3469928689505,15.3615943138101,15.292679372895,15.1951914814109
"Na",0,NA,NA,3226.44527957012,15.3064556859513,15.4104157220489,15.3990617444444,15.2364430985397
"Na",0,NA,NA,3390.91391838782,15.4249661012411,15.4046814126329,15.3561655596962,15.3199802128074
"Na",0,NA,NA,3555.05820188441,15.2284831627328,15.2713095379631,15.2661841454568,15.2892318646229
"Nb",0,NA,NA,3671.84631624326,15.3566368547308,15.3663384428468,15.4000283037664,15.4317704707331
"Nb",0,NA,NA,3508.71591318129,15.4609896580549,15.5412638065945,15.2713672139824,15.4791156473663
"Na",0,NA,NA,3449.84718532972,15.4344717982465,15.3937177637442,15.3611669526354,15.3703043131786
"Na",0,NA,NA,3252.52676833136,15.5251143297014,15.5046326593217,15.4390945078281,15.3089069745377
"Nb",0,NA,NA,3515.63096996035,15.2336895728213,15.3706849578115,15.347101316885,15.4009107969312
"Nb",0,NA,NA,3577.94356621073,15.2514973214334,15.3164044259735,15.3250421445903,15.3575065882998
"Na",0,NA,NA,3393.86087116243,15.2905405975099,15.3955828104102,15.3028275743315,15.3372330744427
"N",0,NA,NA,3621.00997959498,15.3639553461645,15.4011330156577,15.349690751349,15.3420547424594
"Nb",0,NA,NA,3586.07658565151,15.3680307316929,15.4759774805296,15.476106069153,15.2292419192484
"N",0,NA,NA,3641.21154293052,15.3479410227778,15.4885670251417,15.510432945873,15.4656049481028
"Na",0,NA,NA,3041.46485698094,15.3158755623794,15.3413335171921,15.300723667658,15.1138403388043
"Na",0,NA,NA,3513.44766118789,15.3922120577507,15.3695553085295,15.4814840384007,15.2262901284534
"Na",0,NA,NA,3430.49856998223,15.4432600720053,15.5013444383226,15.510044265728,15.2652531732194
"Na",0,NA,NA,3075.2781483123,15.2444703880021,15.2402161202569,15.2595248388809,15.0415132579387
"Na",0,NA,NA,3410.41115845232,15.2665298567672,15.3693800183329,15.3452203772565,15.2354722123912
"Na",0,NA,NA,3430.81012854278,15.3535957564215,15.1872544393712,15.3784481043241,15.2854633777898
"Na",0,NA,NA,3438.81735757987,15.2699858785182,15.4186931868344,15.4427331532784,15.1192882153035
"Na",0,NA,NA,3290.85441460669,15.3766732809031,15.4346520302411,15.4520455244429,15.175145191445
"Na",0,NA,NA,3239.72056747643,15.006497679508,15.1622567628358,15.2875741852998,15.1732273269894
"Nb",0,NA,NA,3422.87904092404,15.5383946394785,15.5288436152779,15.4552234613605,15.4471309623461
"Na",0,NA,NA,3250.04752742642,15.3919310084932,15.2831980877945,15.2889048625384,15.1848343836328
"Nb",0,NA,NA,3478.2301287166,15.3051002117812,15.3604042311234,15.3528395600418,15.3122634775729
"Na",0,NA,NA,3420.22629392791,15.3538427279373,15.3470993573456,15.4302698589854,15.3819536828775
"Nb",0,NA,NA,3647.74173265056,15.3585645885499,15.2899326386121,15.4496802582465,15.2369931418771
"Nb",0,NA,NA,3583.78143590846,15.306224166944,15.4595715358183,15.4610304893846,15.2583161537629
"Na",0,NA,NA,3416.62189501289,15.5013306362792,15.5149186533979,15.5732977850233,15.359546314181
"Na",0,NA,NA,3440.28742172933,15.2696593710961,15.2213993988446,15.3458871234767,15.2784100514435
"Na",0,NA,NA,3491.38008272778,15.3628420846158,15.3811202563758,15.4369297824419,15.5006455405658
"Na",0,NA,NA,3251.15133432787,15.0779067987555,15.1693297080226,15.1448184048023,15.0524975033559
"Nb",0,NA,NA,3557.53895107296,15.3596052121492,15.3753237990799,15.3161198702949,15.4229587137313
"Nb",0,NA,NA,3496.71652645799,15.3699389586228,15.5734079060186,15.5260141889614,15.367763276942
"Na",0,NA,NA,3412.14496318127,15.3180747637393,15.4402662669696,15.3793068372692,15.1331855841656
"Na",0,NA,NA,3284.01609951344,15.280484361822,15.3737426874013,15.2817260991902,15.1344503683317
"Na",0,NA,NA,3226.03987449,15.3899615437491,15.4620339423703,15.3885390134791,15.3073148977469
"N",0,NA,NA,3561.24972434644,15.271509687659,15.2426601060787,15.3954539020296,15.2653969909593
"Na",0,NA,NA,3310.17149299515,15.2527588759244,15.3856722215446,15.3769041184207,15.2642393350855
"Na",0,NA,NA,3404.34098622521,15.1675330004366,15.3104486647,15.2415811738543,15.2952278438941
"Na",0,NA,NA,3458.29277684546,15.2492085882576,15.215595533809,15.1820394248315,15.2047394318754
"Na",0,NA,NA,3123.14464776692,15.3569105674069,15.3169941971476,15.4063829551466,15.2838859393537
"Nb",0,NA,NA,3709.48614969143,15.3327187220516,15.327690581794,15.4040914600029,15.3087166606553
